year,oshpd_id2,oshpd_id,FACILITY_NAME,LICENSE_CATEGORY_DESC,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,TRAUMA_CENTER_DESC,ER_SERVICE_LEVEL_DESC,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,racegrp_aman,racegrp_asian,racegrp_black,racegrp_inv_blank,racegrp_multirace,racegrp_nhpi,racegrp_other,racegrp_unknown,racegrp_white,eth_Hispanic,eth_NonHispanic,eth_Unknown,eth_Blank_Invalid,disp_Acute_Care,disp_Against_Medical_Advice,disp_Died,disp_Hospice_Care,disp_Invalid_Blank,disp_Not_Defined_Elsewhere,disp_Prison_Jail,disp_Psychiatric_Care,disp_Routine,disp_SN_IC_Care,disp_CAH,disp_Childrens_or_Cancer,disp_Home_Health_Service,disp_Rehab,disp_Residential_Care,disp_Other,disp_Disaster_Care_Site,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_inv_Payer,DX_Blood_Forming,DX_Circulatory,DX_Congenital,DX_Digestive,DX_Endocrine,DX_Genitourinary,DX_Infections,DX_Injury_Poisoning,DX_Mental_Illness,DX_Muscoloskeletal,DX_Neoplasms,DX_Nervous_Sense,DX_No_Group_Assigned,DX_Perinatal,DX_Pregnancy,DX_Residual,DX_Respiratory,DX_Skin,DX_Symptoms,ED_Visit,All_Other_Languages,English,Spanish,Unknown_lang,blank_inv_lang,Zip_Blank_Invalid,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Zip_Unknown,a_Sex_Female,a_Sex_Male,a_sex_Unknown,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_racegrp_aman,a_racegrp_asian,a_racegrp_black,a_racegrp_multirace,a_racegrp_nhpi,a_racegrp_other,a_racegrp_unknown,a_racegrp_white,a_racegrp_inv_blank,a_eth_Hispanic,a_eth_NonHispanic,a_eth_Unknown,a_eth_Blank_Invalid,a_disp_Acute_Care,a_disp_Against_Medical_Advice,a_disp_Died,a_disp_Home_Health_Service,a_disp_Hospice_Care,a_disp_Psychiatric_Care,a_disp_Rehab,a_disp_Residential_Care,a_disp_Routine,a_disp_SN_IC_Care,a_disp_CAH,a_disp_Not_Defined_Elsewhere,a_disp_Childrens_or_Cancer,a_disp_Disaster_Care_Site,a_disp_Prison_Jail,a_disp_Other,a_disp_Invalid_Blank,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_inv_Payer,a_DX_Blood_Forming,a_DX_Circulatory,a_DX_Digestive,a_DX_Endocrine,a_DX_Genitourinary,a_DX_Infections,a_DX_Injury_Poisoning,a_DX_Mental_Illness,a_DX_Muscoloskeletal,a_DX_Neoplasms,a_DX_Nervous_Sense,a_DX_No_Group_Assigned,a_DX_Pregnancy,a_DX_Residual,a_DX_Respiratory,a_DX_Skin,a_DX_Symptoms,a_DX_Congenital,a_DX_Perinatal,Inpatient_from_ED,a_All_Other_Languages,a_English,a_Spanish,a_Unknown_lang,a_blank_inv_lang,a_Zip_CA_Resident,a_Zip_Foreign,a_Zip_Homeless,a_Zip_Out_of_State,a_Zip_Unknown,a_Zip_Blank_Invalid,ED_STATIONS_ON_1231,LATITUDE,LONGITUDE,Target,Label,SPA
2019,106190352,190352,GREATER EL MONTE COMMUNITY HOSPITAL,General Acute Care Hospital,Los Angeles,1701 Santa Anita Ave,South El Monte,91733,Investor - Corporation,,Emergency - Basic,,,100-149,District 22,District 57,Bassett/Industry West/La Puente,Urban,11659,10425,,3628,3102,3862,3487,2821,2296,1370,567,456,495,,313,1297,338,1,146,64,5917,3426,10582,17961,2275,1847,1,456,497,18,1,,,303,222,20568,12,,7,,,,,,4508,1212,198,14303,1863,,37,1038,6,1331,221,1200,894,3916,1474,1371,29,2061,,19,468,194,3715,1031,3079,22084,469,14409,7202,,4,1,21886,3,78,107,9,1155,1290,,50,130,201,341,478,480,313,399,19,34,,32,413,52,9,8,540,306,1085,,1586,625,233,1,245,153,105,19,4,4,3,1,1538,323,,2,47,,1,,,1358,929,22,106,30,,12,579,394,170,88,520,84,65,22,30,98,2,30,3,247,43,58,,,2445,259,1340,844,1,1,2342,,95,8,,,9,34.04827,-118.04257,0.085857672,TRUE,3
2019,106190382,190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,General Acute Care Hospital,Los Angeles,1300 N Vermont Ave,Los Angeles,90027,Investor - Individual,,Emergency - Basic,,,300-499,District 24,District 43,Hollywood South Central/Inner Sunset,Urban,16799,15170,,173,1347,7403,6556,5123,4944,3749,1573,1047,54,,5,1763,4342,,153,87,19553,762,5304,15614,16262,93,,441,1293,60,1,2,,,486,29307,294,,,14,8,11,52,,6404,3860,96,18049,3537,23,148,2198,5,1857,414,2619,669,6175,2880,2806,118,3038,4,14,1301,304,2838,1250,3331,31969,7,29413,2547,1,1,282,29628,19,1242,586,212,2996,3378,,25,380,548,614,1028,1340,1080,1357,2,,,,1368,690,39,32,3072,,1173,,2172,4196,6,,186,397,212,238,48,12,182,,3899,1163,,33,,,2,,2,2986,2737,3,500,148,,78,1469,877,354,330,1027,636,194,154,221,195,3,87,12,504,147,83,1,2,6374,1454,3445,1474,,1,5984,2,306,57,21,4,20,34.09557,-118.29163,0.03362016,FALSE,4
2019,106190385,190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,General Acute Care Hospital,Los Angeles,15031 Rinaldi St,Mission Hills,91345,Non-profit Corporation (incl. Church-related),Level II,Emergency - Basic,,,300-499,District 18,District 39,Granada Hills/Mission Hills/Porter Ranch,Urban,50627,37657,7,15523,12363,14573,11950,9311,8379,6340,3813,3175,2864,,71,1475,2442,96,2793,140,46554,566,34154,70141,17456,589,105,1175,629,80,2,21,4,95,216,85671,308,3,66,11,,10,,,56585,10394,971,13386,6952,3,163,4542,20,5636,993,6468,2606,16526,1906,5754,155,9733,28,286,2770,616,15918,3036,11135,88291,903,63927,23369,73,19,10,87732,7,96,380,66,5855,6040,,107,704,947,1168,1799,2318,2266,2572,14,,,16,522,490,426,67,4950,105,5315,4,6350,5412,128,5,341,221,361,2452,241,26,89,17,6281,1858,,1,,,7,,,3158,6156,87,2139,355,,143,2585,1502,596,760,1903,1858,202,199,352,353,3,163,12,853,256,137,4,14,11895,573,7839,3449,27,7,11558,2,267,67,1,,30,34.2791,-118.45951,0.007839751,FALSE,2
2019,106190392,190392,GOOD SAMARITAN HOSPITAL-LOS ANGELES,General Acute Care Hospital,Los Angeles,1225 Wilshire Blvd,Los Angeles,90017,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 24,District 53,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,16879,15861,3,919,1929,7352,6294,4577,4636,3513,1863,1362,298,,29,2803,7047,,,23,382,43,22416,16393,16314,36,,888,569,102,,,,44,668,30472,,,,,,,,,16936,5180,643,5175,4809,,125,2639,3,2261,528,2412,642,5492,2588,3050,90,2903,8,45,1263,456,3143,1353,3742,32743,1216,21725,9732,,70,59,28875,108,2789,907,5,3383,3670,,53,453,609,682,1081,1348,1261,1547,19,,,1,1430,1388,,15,60,8,4151,,3062,3985,6,,219,402,372,748,52,5,259,49,3762,1165,,13,1,,6,,,2432,2363,43,1974,241,,91,2041,755,335,258,1383,544,154,151,187,276,7,168,7,455,113,106,4,18,7053,988,3764,2259,,42,6327,8,609,100,3,6,12,34.05324,-118.26522,0.012711,FALSE,4
2019,106190400,190400,HUNTINGTON MEMORIAL HOSPITAL,General Acute Care Hospital,Los Angeles,100 W California Blvd,Pasadena,91105,Non-profit Corporation (incl. Church-related),Level II,Emergency - Basic,,Teaching,500+,District 25,District 41,Pasadena South/San Marino/South Pasadena,Urban,29950,24025,4,5141,4645,9038,9052,6567,6382,5180,3576,3243,1155,,119,4500,7713,2,541,112,16843,267,23882,20428,31737,1806,8,1179,886,79,7,,808,357,297,49866,334,,13,71,39,17,26,,3972,9750,17561,18383,4313,,272,3800,14,3817,1140,3795,1159,12351,3141,3354,157,4445,27,105,3600,588,5649,1515,5050,53979,1203,47862,4839,74,1,29,51322,48,1566,811,203,10046,8646,1,382,1365,1896,1937,2400,2973,3084,4082,220,354,,34,2138,2251,231,64,4438,92,9444,1,5560,12749,373,11,462,358,490,1329,234,84,221,31,12790,2572,,103,5,,12,,2,4093,7679,525,5883,432,81,348,3041,2578,765,1017,1574,2306,1291,588,620,670,25,960,27,1902,529,359,16,77,18693,1009,15801,1837,40,6,17468,14,1029,167,13,2,50,34.13565,-118.1518,0.065533003,TRUE,3
2019,106190413,190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,General Acute Care Hospital,Los Angeles,210 W San Bernardino Rd,Covina,91723,Investor - Corporation,,Emergency - Basic,,,150-199,District 22,District 48,Asuza/Charter Oak/Covina,Urban,18603,14925,,2993,3158,5345,4688,4101,4602,3439,2485,2324,393,,39,1784,1724,,9,58,4760,938,24216,20770,12631,127,,476,1008,85,6,19,1,136,366,30993,123,4,212,92,,3,4,,17163,7802,344,5715,2504,,120,2680,4,2185,827,2394,769,5526,2047,2680,71,3243,12,20,548,329,4698,1343,4032,33528,388,30605,2498,25,12,29,32631,1,502,225,140,3216,3603,,59,533,663,682,1011,1226,1180,1465,,,,3,585,283,1,21,155,262,5505,4,3292,3498,29,,404,194,199,962,132,56,26,24,3706,1076,,,1,,39,,,2178,3555,42,830,214,,118,1509,842,424,342,556,490,1261,93,128,165,6,15,14,597,153,104,2,,6819,193,5881,736,7,2,6287,,452,34,43,3,23,34.08993,-117.89264,0,FALSE,3
2019,106190422,190422,TORRANCE MEMORIAL MEDICAL CENTER,General Acute Care Hospital,Los Angeles,3330 Lomita Blvd,Torrance,90505,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,500+,District 26,District 66,Harbor Gateway South/Lomita/Torrance East Central,Urban,39145,28009,4,7084,6374,9163,9044,7553,8121,6814,5937,5740,1327,1,147,7357,8695,33,1203,642,24167,1346,23568,22560,40668,3861,69,641,391,43,8,,216,272,564,64371,440,,155,13,7,37,,,21137,15178,851,26115,3766,111,204,5426,9,4071,1119,4721,1025,12733,1702,5790,121,6425,10,116,1683,708,8814,2462,10019,67158,1257,61438,4408,5,50,30,66042,11,243,781,51,9712,8198,1,183,616,1027,1370,2291,2960,3812,5244,150,258,,40,2494,1888,119,160,3734,398,9077,1,3603,13425,872,11,273,228,514,2886,311,62,60,178,10753,2627,,,7,,2,10,,1685,10887,130,4950,245,14,273,4273,2976,883,1146,2088,1577,318,467,491,567,29,224,40,1665,407,427,14,46,17911,602,16146,1152,,11,17680,,67,160,1,3,29,33.811916,-118.343494,0.024870156,FALSE,8
2019,106190429,190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,General Acute Care Hospital,Los Angeles,4867 W Sunset Blvd,Los Angeles,90027,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,Teaching,300-499,District 24,District 43,Hollywood South Central/Inner Sunset,Urban,33564,31100,10,4268,4063,11516,10575,8049,7859,6987,5757,4633,967,,178,6245,9301,,271,489,29278,2195,16717,30095,32976,1603,,936,1063,21,41,10,19,23,860,60646,286,,5,750,11,3,,,17667,14296,152,26899,5570,90,385,5843,24,5170,1287,4368,2233,10902,3508,4960,225,6237,21,117,1339,620,7035,2496,7904,64674,1328,54257,8991,35,63,2,59425,78,4608,558,3,3829,4298,1,177,464,590,748,1108,1555,1688,1601,71,126,,18,1179,1016,36,60,3226,90,2503,,3371,4726,31,,173,147,302,2335,142,15,14,,4414,579,,5,,,1,1,,647,4039,8,3306,128,,142,1878,1229,394,340,1168,762,391,292,389,322,8,85,15,485,109,89,19,11,8128,305,6406,1406,4,7,7916,2,179,30,1,,57,34.09875,-118.295371,0.070648683,TRUE,4
2019,106190431,190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,General Acute Care Hospital,Los Angeles,25825 Vermont Ave,Harbor City,90710,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 35,District 66,Harbor Gateway South/Lomita/Torrance East Central,Urban,39852,30360,6,6669,5215,9450,8696,7793,8415,8200,7287,7124,1368,1,157,5380,22589,,342,892,23483,3656,13719,24021,43629,2568,,1306,3325,53,107,,8,15,550,62751,486,,5,1592,14,6,,,15123,18232,91,33668,2998,106,530,7805,15,4817,1887,4515,2237,11716,2326,5429,274,6525,13,148,1768,635,8699,2190,8689,70218,543,64413,5092,55,115,5,68759,3,1203,246,2,2347,2222,,21,202,285,385,567,894,1022,1191,,2,,20,435,1540,22,95,1087,58,1312,,1150,3395,24,,142,53,259,1525,185,5,8,,1943,445,,,,,1,3,,313,2687,5,1502,62,,64,837,746,255,206,1127,391,64,128,192,101,1,48,5,339,32,31,2,,4569,61,4126,375,2,5,4476,,78,15,,,43,33.78926,-118.29373,0.031876218,FALSE,7
2019,106190432,190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,General Acute Care Hospital,Los Angeles,13652 Cantara St,Panorama City,91402,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 18,District 46,Northridge South/Reseda North,Urban,37773,31697,4,7133,5890,9844,8529,7007,7818,8204,7248,6368,1433,,168,5752,4523,1,273,561,35152,1211,21833,36350,32432,692,,1392,2006,55,147,18,52,6,647,63685,499,,2,955,5,5,,,19087,17729,131,29688,2754,85,450,7923,18,5019,1473,4843,2457,10296,2564,4738,196,6987,8,130,1160,487,9617,2008,9100,69474,1157,59206,8975,105,31,,68400,1,845,226,2,1822,1706,,30,160,240,223,454,678,827,899,13,4,,10,398,256,16,34,1194,17,1603,,1246,2274,8,,128,17,181,869,143,5,8,1,1651,519,,,,,,6,,218,2111,5,1163,31,,66,577,612,134,133,940,383,41,58,111,73,,51,5,258,46,24,4,12,3528,97,2968,455,2,6,3485,,36,7,,,35,34.2198,-118.43103,0.024173434,FALSE,2
2019,106190434,190434,KAISER FOUNDATION HOSPITAL - WEST LA,General Acute Care Hospital,Los Angeles,6041 Cadillac Ave,Los Angeles,90034,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 30,District 54,Hancock Park/Mid-City West/Park La Brea,Urban,45179,33931,3,7131,5975,12838,10967,8145,9063,8764,7457,7447,1326,,210,2494,37367,5,299,207,24452,1690,12389,24243,53897,973,,1940,1883,71,109,16,60,27,629,72745,386,1,10,1213,22,1,,,24062,19314,116,28883,6627,111,812,7654,14,5483,1802,5360,2544,13412,2972,5996,234,7627,17,108,1726,799,10694,2525,9334,79113,467,71520,6925,117,84,11,76061,10,2595,429,7,1929,1639,,18,189,232,249,431,658,813,970,5,3,,15,161,1875,7,9,717,13,771,,763,2800,5,,185,24,195,1258,138,5,11,2,1425,320,,2,,,,3,,330,2117,2,1053,66,,113,687,505,181,136,903,271,47,86,132,85,,90,4,272,35,15,2,4,3568,23,3207,325,5,8,3500,,57,11,,,53,34.03793,-118.37568,0.008897559,FALSE,5
2019,106190470,190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,General Acute Care Hospital,Los Angeles,4101 Torrance Blvd,Torrance,90503,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 26,District 66,Redondo Beach Central and South/Torrance West Central,Urban,28554,21297,4,6052,4931,7761,7041,5929,6087,4762,3021,2941,1330,,78,3619,7789,29,676,425,12223,554,24462,22080,27194,551,30,1244,792,99,6,11,5,81,525,46505,390,,143,24,11,19,,,23027,8432,1086,14098,3212,,138,3645,11,3005,747,3667,967,9842,2237,3554,142,4730,21,130,1526,525,6931,1730,6307,49855,1298,41955,6536,36,30,,48625,164,345,691,30,5916,5417,,148,493,754,915,1553,2037,2199,2821,196,217,,6,1304,1865,152,143,1707,84,6071,1,3141,8102,89,1,336,188,399,1409,290,43,90,11,6629,1929,4,,3,,1,,1,2440,6266,90,2194,343,,149,2669,1563,616,730,1459,1123,302,274,335,428,8,130,6,1025,264,167,8,77,11333,594,9200,1525,5,9,10908,28,258,135,3,1,29,33.83891,-118.356771,0.045696461,TRUE,8
2019,106190500,190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,General Acute Care Hospital,Los Angeles,4650 Lincoln Blvd,Marina Del Rey,90292,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,100-149,District 26,District 62,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,16844,15094,4,1374,2113,6294,5816,4569,4321,3340,2045,1844,187,39,74,1366,8742,10,228,139,2240,146,18997,6648,25079,215,,1363,887,20,8,,50,,538,28941,79,,,55,1,,,,12229,5463,932,10262,3056,,86,2506,6,2113,583,2203,744,7232,2427,2097,85,2496,11,9,563,338,3224,1251,3968,31942,368,30345,1162,30,37,6,27645,526,1748,2009,8,1766,1713,,20,183,247,289,443,590,721,986,,,,5,176,864,20,18,162,10,2224,,470,2988,21,,239,129,90,488,70,12,99,15,1667,636,,34,,,,,,526,2083,19,762,89,,36,509,480,191,186,822,337,132,108,67,117,6,9,6,355,76,40,2,,3479,99,3236,136,1,7,3040,38,221,180,,,18,33.98125,-118.43971,0.084236942,TRUE,5
2019,106190517,190517,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER,General Acute Care Hospital,Los Angeles,18321 Clark St,Tarzana,91356,Investor - Limited Liability Company,,Emergency - Basic,,,200-299,District 27,District 45,Encino/Tarzana/Warner Center/Woodland Hills,Urban,23713,18743,,7070,4380,5773,6003,4277,4195,3511,2752,3028,1467,,30,811,1997,8,1179,47,6770,223,31391,13071,29122,254,9,305,283,22,2,4,12,27,274,41225,204,,15,17,3,63,,,22157,7458,299,10481,2059,2,101,2745,9,2420,459,2664,1014,8089,1392,2700,87,3963,9,159,1118,328,7012,1720,6467,42456,2583,35823,3998,33,19,1,41670,56,291,429,9,3595,3450,1,173,214,354,354,723,1075,1297,2332,193,331,,4,183,242,151,22,634,36,5774,,958,6038,50,,150,159,177,1297,148,22,37,70,3576,1398,,6,6,,,,,1234,4194,19,1460,139,,105,1500,1037,379,498,923,639,132,156,147,204,10,72,5,834,195,135,11,64,7046,998,5569,476,1,2,6886,2,102,55,1,,15,34.17067,-118.532001,0.021063864,FALSE,2
2019,106190521,190521,MEMORIAL HOSPITAL OF GARDENA,General Acute Care Hospital,Los Angeles,1145 W Redondo Beach Blvd,Gardena,90247,Investor - Individual,,Emergency - Basic,,,150-199,District 35,District 66,Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North,Urban,18863,14230,1,3075,3019,6947,5876,4421,4318,2997,1146,825,470,,52,825,16609,,16,79,6368,460,8685,11849,20671,574,,1013,1914,41,,,,686,71,29083,206,38,5,33,,4,,,17375,8578,935,2440,3766,,105,1714,4,2102,585,2106,1029,7026,2130,1949,140,2960,14,20,1209,259,4352,1183,4207,33094,91,30155,2826,22,,,32212,7,317,282,276,2235,2051,,26,283,382,480,936,1037,595,547,,,,3,189,2211,1,15,697,31,1139,,1234,3005,47,,275,399,79,161,14,5,1,40,2552,750,4,,5,,1,,,2297,1653,22,244,70,,50,889,551,321,278,515,347,137,82,85,235,3,95,16,471,124,87,,,4286,31,3811,444,,,4102,,145,18,21,,10,33.89246,-118.29493,0.014024291,FALSE,8
2019,106190522,190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,General Acute Care Hospital,Los Angeles,1420 S Central Ave,Glendale,91204,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 25,District 43,Atwater Village/Glendale Central/Glendale Southwest/Griffith Park,Urban,17448,14209,1,2711,2645,5093,4908,3942,3929,3549,2221,2155,505,,,1449,7,,10,1813,,103,28276,14047,17546,65,,194,653,41,5,,271,55,19,30320,,,,84,16,,,,18341,6129,517,4740,1931,,97,2856,2,1960,390,2019,815,5960,1289,2718,63,3234,10,64,884,343,3933,1143,3878,31658,2128,25241,4211,3,75,183,30606,9,500,290,70,2839,2968,,39,379,418,503,861,979,1023,1553,52,,,,325,4,,485,,18,4975,,1754,4040,13,,222,1022,137,935,76,40,205,15,3127,4,,23,,,1,,,2023,3070,14,604,96,,56,1450,730,201,331,732,434,622,82,138,138,13,58,6,583,107,75,1,50,5807,937,4072,772,4,22,5481,3,260,41,22,,16,34.1284,-118.25769,0.085089451,TRUE,2
2019,106190525,190525,MEMORIALCARE LONG BEACH MEDICAL CENTER,General Acute Care Hospital,Los Angeles,2801 Atlantic Ave,Long Beach,90806,Non-profit Corporation (incl. Church-related),Level II & Level II - Ped,Emergency - Basic,,Teaching,300-499,District 33,District 70,Bixby Knolls/Long Beach Central,Urban,47431,38387,3,20068,11366,13069,10263,7709,7057,5292,2996,2084,5917,,467,4616,16164,13,2168,1259,23673,892,36569,47866,37310,633,12,944,,82,4,,4,9,480,80240,208,1,3713,126,10,,,,54802,8582,733,16496,5208,,531,5265,79,6101,1137,5550,3043,14629,1945,5689,205,7935,20,631,2542,616,14190,3310,12403,85821,989,70751,13900,178,3,4,83938,41,1071,732,35,8461,7544,,160,1184,1463,1679,2590,3283,2749,2897,,,,76,1678,3036,432,267,2775,110,7626,5,5238,10641,125,1,455,,484,1860,137,20,280,7,10421,2309,1,2,23,,6,,,4810,7799,137,2996,263,,296,3865,2077,860,802,1891,2287,275,331,529,711,24,179,37,1144,334,350,13,,16005,714,12900,2354,35,2,15658,11,194,138,3,1,64,33.80801,-118.1852,0.046171954,TRUE,8
2019,106190529,190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,General Acute Care Hospital,Los Angeles,300 W Huntington Dr,Arcadia,91007,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 22,District 49,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,Urban,21311,17497,1,4342,3988,5115,4968,4252,4591,3925,3232,3614,782,,18,5617,2384,,257,148,16213,543,13629,5565,32701,543,,1208,2086,104,5,2,,277,168,34285,507,,103,37,14,13,,,3424,9019,568,23266,2532,,147,3356,7,2940,575,2692,619,8765,1311,2534,114,3531,9,41,796,430,5042,1244,4656,38809,2009,33081,3597,91,31,101,37624,34,546,381,123,5899,5218,1,48,295,564,726,1389,1996,2373,3714,13,,,6,2387,516,37,,3410,15,4747,,835,10267,16,,568,254,524,1645,200,24,578,1,5268,2055,,,,,1,,,903,6655,43,3399,118,,176,2726,1434,606,691,1333,1214,181,230,494,466,15,78,21,992,237,208,5,11,11118,1422,8456,1190,38,12,10856,11,157,66,,28,26,34.13603,-118.03879,0.033361785,FALSE,3
2019,106190534,190534,OLYMPIA MEDICAL CENTER,General Acute Care Hospital,Los Angeles,5900 W Olympic Blvd,Los Angeles,90036,Investor - Limited Liability Company,,Emergency - Basic,,,200-299,District 26,District 50,Hancock Park/Mid-City West/Park La Brea,Urban,11498,9609,1,1228,1739,4410,3930,2953,3121,2165,893,542,127,,25,774,9774,,222,16,6462,81,3754,5058,16009,41,,6,637,18,,,,255,184,18883,252,,820,2,,51,,,12183,3105,437,2651,2732,,63,1235,6,1173,254,1399,502,4685,1346,1583,57,1955,5,4,379,359,2979,1026,2098,21108,132,20164,805,,7,37,20088,42,498,423,20,2039,1996,,16,200,256,367,588,848,776,984,,,,3,297,1513,123,,1060,21,1018,,807,3191,37,,37,292,141,294,35,25,68,369,1601,1062,7,2,98,,4,,,1345,2420,14,149,107,,63,683,478,312,306,769,318,119,100,84,168,1,11,5,455,117,45,1,,4035,240,3374,417,4,,3825,8,156,46,,,16,34.05754,-118.36008,0.007411604,FALSE,6
2019,106190547,190547,MONTEREY PARK HOSPITAL,General Acute Care Hospital,Los Angeles,900 S Atlantic Blvd,Monterey Park,91754,Investor - Individual,,Emergency - Basic,,,100-149,District 22,District 49,Montebello North/Monterey Park/South San Gabriel,Urban,13989,9778,,3974,3068,4313,3339,2580,2158,1651,1051,987,646,,24,1126,324,,17,11,250,29,21986,21349,2384,34,,317,448,2,,,,5,85,22880,28,1,,,,,1,,3502,2634,272,15818,1541,,50,1041,8,2517,357,1730,1083,4489,759,1204,63,2282,4,42,754,119,4468,717,2080,23767,257,15695,7815,,,,23527,8,94,118,20,1259,1031,,56,132,184,256,360,455,360,470,4,13,,3,255,41,3,4,17,,1967,,1868,420,2,,113,95,44,310,28,2,13,2,1430,250,2,1,,,,,,998,1040,4,215,33,,47,438,467,212,157,154,162,49,41,88,74,4,47,10,189,89,58,1,3,2290,85,1104,1101,,,2263,,18,7,2,,6,34.05308,-118.13665,0.01601244,FALSE,7
2019,106190555,190555,CEDARS-SINAI MEDICAL CENTER,General Acute Care Hospital,Los Angeles,8700 Beverly Blvd,Los Angeles,90048,Non-profit Corporation (incl. Church-related),Level I & Level II - Ped,Emergency - Basic,,Teaching,500+,District 26,District 50,Hollywood Hills/Hollywood West/Mount Olympus/West Hollywood,Urban,32883,29733,19,2853,2867,11099,11690,8482,8684,7296,4767,4165,650,82,74,3401,13352,35,525,150,4042,518,40538,11570,50344,721,,1683,1568,129,9,,67,,643,58141,132,,,258,2,3,,,17778,13637,1480,23660,6080,,347,6587,31,4042,976,4339,1148,12491,4060,5190,306,5571,34,69,1295,714,5685,2400,7350,62635,2475,57175,2834,76,75,9,55968,629,3405,2586,38,13998,13939,,343,1515,2217,2365,3503,4785,5277,7441,178,310,3,50,1615,5061,244,60,1321,166,19400,20,3966,23749,222,,259,502,807,6609,443,63,1340,149,14400,3228,,133,4,,,,,3275,16953,225,7037,447,,450,5625,3817,1295,1582,3501,4424,546,907,1026,1205,34,211,24,1955,754,478,41,62,27937,3082,23132,1625,44,54,26295,93,822,723,2,2,51,34.07681,-118.38061,0.049921875,TRUE,4
2019,106190568,190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,General Acute Care Hospital,Los Angeles,18300 Roscoe Blvd,Northridge,91325,Non-profit Corporation (incl. Church-related),Level II & Level II - Ped,Emergency - Basic,,,300-499,District 27,District 45,Northridge South/Reseda North,Urban,28946,24608,7,6431,5666,9526,7553,6197,6331,4897,3043,2850,1067,,71,3091,3759,,4362,29,3689,588,37972,25804,27196,561,,755,1495,86,26,,,,120,50181,202,13,10,495,,58,120,,30452,8275,1059,8978,4797,,143,4060,10,2778,727,3242,1028,10306,2774,4088,66,4716,7,85,1212,480,7731,1911,8197,53561,860,41957,10628,30,86,302,51530,2,1234,484,9,5481,5915,2,509,723,821,916,1615,1913,1875,2566,182,278,,17,905,648,688,7,964,170,7999,,3295,7892,211,,500,271,383,1602,181,55,289,131,6107,1737,,130,4,,6,2,,3200,5746,185,1966,301,,96,2682,1220,540,525,1673,1616,1051,185,198,354,4,129,3,779,150,118,3,72,11398,475,9208,1652,37,26,10932,,367,80,,19,36,34.22075,-118.53186,0.01931236,FALSE,2
