year,oshpd_id2,oshpd_id,county_name,facility_name,license_type_desc,control_type_desc,ed_lic_levl_end,ems_station,rural_hospital_desc,teaching_hospital_desc,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,licensed_bed_size,senate__desc,assembly__desc,mssa_name,mssa_designation,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Islander,Black,Hispanic,Native_American_Eskimo_Aleut,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,CAH,Died,Prison_Jail,Psychiatric_Care,Rehab,Routine,SN_IC_Care,Childrens_or_Cancer,Home_Health_Service,Hospice_Care,Invalid_Blank_Disp,Not_Defined_Elsewhere,Residential_Care,Other_Disp,Disaster_Care_Site,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_Payer,DX_All_Pregnancies,DX_Birth_Defects,DX_Blood_Disorders,DX_Cancer,DX_Circulatory_System,DX_Digestive_System,DX_Ear_Disorders,DX_Endocrine_Diseases,DX_Eye_Disorders,DX_Genitourinary_System,DX_Infections,DX_Injuries_Poisonings,DX_Mental_Disorders,DX_Musculoskeletal_System,DX_Nervous_System,DX_Other_Reasons,DX_Perinatal_Disorders,DX_Respiratory_System,DX_Skin_Disorders,DX_Symptoms,DX_Births,ECM_Abnormal_Reaction_Later_Cx,ECM_Accidental_Falls,ECM_All_Transport_Types,ECM_Assault,ECM_Intentional_SelfHarm,ECM_Legal_War_Terrorism,ECM_Med_Device_Advrs_Incident,ECM_Natural_Envrnmntl_Factors,ECM_NonTrans_Drowning_Subm,ECM_Other_Factors,ECM_Supplementary_Factors,ECM_Undetermined_Intent,ECM_W_Inanimate_Animate_Object,EC_None,ECM_Medical_Misadventures,ED_Visit,All_Other_Languages,English,Spanish,a_Sex_Female,a_Sex_Male,a_sex_Other_Unk,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Islander,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Eskimo_Aleut,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Hospice_Care,a_Psychiatric_Care,a_Rehab,a_Residential_Care,a_Routine,a_SN_IC_Care,a_CAH,a_Not_Defined_Elsewhere,a_Childrens_or_Cancer,a_Invalid_Blank_Disp,a_Prison_Jail,a_Other_Disp,a_Disaster_Care_Site,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_Payer,a_DX_Birth_Defects,a_DX_Blood_Disorders,a_DX_Cancer,a_DX_Circulatory_System,a_DX_Digestive_System,a_DX_Ear_Disorders,a_DX_Endocrine_Diseases,a_DX_Genitourinary_System,a_DX_Infections,a_DX_Injuries_Poisonings,a_DX_Mental_Disorders,a_DX_Musculoskeletal_System,a_DX_Nervous_System,a_DX_Other_Reasons,a_DX_Respiratory_System,a_DX_Skin_Disorders,a_DX_Symptoms,a_DX_All_Pregnancies,a_DX_Births,a_DX_Eye_Disorders,a_DX_Perinatal_Disorders,a_ECM_Abnormal_Reaction_Later_Cx,a_ECM_Accidental_Falls,a_ECM_All_Transport_Types,a_ECM_Assault,a_ECM_Intentional_SelfHarm,a_ECM_Legal_War_Terrorism,a_ECM_Med_Device_Advrs_Incident,a_ECM_Medical_Misadventures,a_ECM_Natural_Envrnmntl_Factors,a_ECM_Other_Factors,a_ECM_Supplementary_Factors,a_ECM_W_Inanimate_Animate_Object,a_EC_None,a_ECM_Undetermined_Intent,a_ECM_NonTrans_Drowning_Subm,Inpatient_from_ED,a_All_Other_Languages,a_English,a_Spanish
2016,106164029,164029,KINGS,ADVENTIST HEALTH HANFORD,Hospital,Non-profit Corporation (incl. Church-related),Basic,26,N/A,N/A,115 MALL DRIVE,HANFORD,93230,150-199,14,32,ARMONA/HANFORD/LEMOORE,Urban,67033,50447,3,20572,16070,20972,17531,13216,11131,6985,4280,3290,3435,1,669,4834,79561,271,1739,288,30121,1784,2538,,85,309,204,3,112069,248,32,68,15,63,26,2,37,,75822,13177,6447,15446,6543,48,3036,30,300,164,1973,9377,4153,1561,1421,7523,3945,20734,3494,8097,2348,2988,89,18447,5183,22618,2,156,6041,2368,671,75,51,11,384,3,4958,1826,11,5783,95144,1,117483,251,89752,27480,3918,3492,,101,493,642,829,1300,1343,1254,1444,1,3,,87,353,3658,98,6,3198,10,241,172,233,925,89,3,22,6,4912,770,1,,3,1,21,11,,2233,3884,159,983,149,2,7,99,126,1248,1397,13,605,546,818,517,79,166,243,6,879,244,320,93,,3,1,200,320,31,12,1,,10,6,6,74,384,36,6330,,,7410,45,5829,1536
2016,106171049,171049,LAKE,ADVENTIST HEALTH CLEARLAKE,Hospital,Non-profit Corporation (incl. Church-related),Standby,8,SMALL/RURAL,N/A,15630 18TH AVE,CLEARLAKE,95422,1-49,2,4,CLEARLAKE/CLEARLAKE OAKS,Rural,10909,9636,,1900,1865,3226,2675,2280,3113,2595,1506,1075,310,,86,826,2600,205,551,163,16114,1703,469,,37,99,71,2,18064,58,,19,6,3,10,,4,,11456,5246,798,1895,1150,,347,2,48,39,719,1481,437,350,222,1119,495,4100,727,1711,481,647,14,2315,1231,4060,,63,1264,463,207,49,6,10,87,1,829,457,6,1210,15892,1,20545,28,19645,872,647,542,,14,74,78,77,238,289,200,215,2,2,,3,50,69,27,1,1028,11,103,46,18,67,6,2,,3,826,115,,,,,,3,,395,669,32,77,16,,,11,6,145,201,,83,74,152,47,20,10,22,,253,78,64,21,,,2,15,41,3,1,,,2,,,14,107,5,1001,,,1189,1,1166,22
2016,106171395,171395,LAKE,SUTTER LAKESIDE HOSPITAL,Hospital,Non-profit Corporation (incl. Church-related),Basic,12,SMALL/RURAL,N/A,5176 HILL ROAD EAST,LAKEPORT,95453,1-49,2,4,KELSEYVILLE/LAKEPORT,Rural,10419,8885,1,1731,1872,2721,2638,2144,2750,2333,1667,1088,361,,134,346,3148,992,148,138,14399,492,184,16,10,46,70,1,18226,44,3,23,4,,184,2,,,9921,5148,665,2410,1161,,377,3,69,41,626,1381,457,277,221,1017,587,4284,604,1394,416,358,10,2076,1221,3886,,66,1503,570,182,36,15,13,90,1,623,419,3,1301,14483,,19305,38,18270,997,665,550,,6,49,65,78,192,281,259,284,1,,,5,22,79,6,7,1043,53,87,13,22,143,21,4,1,3,712,201,1,7,,,,,,254,809,17,119,16,,,18,11,158,219,,70,59,194,133,16,12,28,,209,42,33,11,,1,1,32,100,12,2,1,,,,6,13,70,10,968,1,,1215,,1188,27
2016,106184008,184008,LASSEN,BANNER LASSEN MEDICAL CENTER,Hospital,Non-profit Corporation (incl. Church-related),Basic,8,SMALL/RURAL,N/A,1800 SPRING RIDGE DRIVE,SUSANVILLE,96130,1-49,1,1,SUSANVILLE,Rural,6078,5211,,1123,1116,2053,1510,1372,1388,1152,675,618,282,,130,263,803,305,96,2,9690,652,56,4,10,455,73,1,9990,16,,1,,,26,,5,,4840,2441,936,2456,616,,297,5,13,26,324,832,225,151,103,591,232,2618,398,807,370,416,23,1043,395,2420,,41,804,248,178,23,15,1,42,,445,289,,749,8454,,11289,7,11208,74,342,291,,19,70,50,66,92,117,92,112,4,11,,4,10,28,8,,574,9,7,58,21,5,2,3,5,,407,9,,1,74,,41,,,132,318,60,116,7,,,10,3,62,94,1,61,43,82,39,10,5,7,,152,46,7,8,3,,,17,29,8,1,,,1,,3,5,29,6,534,,,633,,629,4
2016,106190017,190017,LOS ANGELES,ALHAMBRA HOSPITAL MEDICAL CENTER,Hospital,Investor - Individual,Basic,8,N/A,N/A,100 SOUTH RAYMOND AVENUE,ALHAMBRA,91801,100-149,22,49,ALHAMBRA/EL SERENO SOUTH/SAN GABRIEL CENTRAL,Urban,8560,6777,,1427,1525,2642,2267,2028,2348,1268,787,860,185,,2394,813,10059,93,403,4,1571,337,424,,9,27,128,,14017,214,19,55,1,,57,49,,,2057,2659,193,9618,810,,195,2,76,41,246,1220,478,129,146,1161,260,3427,691,1207,478,284,2,1833,651,2810,,61,1148,462,174,11,3,5,63,,710,148,2,776,11774,,15337,1441,12112,1784,1764,1600,,30,144,177,286,466,554,568,1139,,,,1591,152,1252,55,,311,3,236,148,86,574,29,10,113,18,1351,799,,,,,,,,1152,1933,11,245,22,1,2,80,153,487,588,9,217,256,429,168,36,43,99,19,384,126,256,9,,3,,87,116,9,3,2,,9,1,,35,130,12,2959,1,,3364,1345,1555,464
2016,106190034,190034,LOS ANGELES,ANTELOPE VALLEY HOSPITAL,Hospital,District,Basic,28,N/A,N/A,1600 WEST AVENUE J,LANCASTER,93534,300-499,21,36,DESERT VIEW HIGHLANDS/LANCASTER WEST/PALMDALE NORTHWEST/QUARTZ HILL,Urban,65973,47973,,16401,12371,21733,16595,13421,14260,8138,3966,3020,4041,,1259,35242,41498,136,1221,842,33748,434,7337,,159,1654,238,,103323,408,221,109,27,,,36,,,72466,14768,2918,13599,10194,1,5045,17,629,250,2146,5306,2276,1731,1204,6620,3763,19111,4016,6493,2633,9270,171,15466,3771,24028,,527,5363,4216,1344,152,48,6,299,5,5124,1467,42,4126,91223,4,113946,515,102685,10746,5983,5933,,343,1096,1097,1235,2202,2237,1603,1490,257,356,,235,2852,3002,150,38,5608,31,195,324,547,1348,191,,106,65,7844,1229,,,18,,49,,,4632,4880,388,1860,156,,5,168,217,1802,1779,11,686,587,767,1645,878,229,334,11,1653,279,557,218,6,13,71,668,655,536,104,47,3,22,5,16,134,948,96,8679,2,1,11916,100,10897,919
2016,106190045,190045,LOS ANGELES,CATALINA ISLAND MEDICAL CENTER,Hospital,Non-profit Corporation (incl. Church-related),Standby,2,SMALL/RURAL,N/A,100 FALLS CANYON ROAD,AVALON,90704,1-49,26,70,AVALON,Frontier,1068,898,,206,261,346,210,218,228,231,140,96,30,,11,11,593,,16,,1335,154,13,,1,,,,1787,1,,,,,10,,,,517,285,32,858,274,,42,,8,10,60,106,58,62,31,93,30,621,81,99,41,12,1,213,74,324,,,201,72,15,1,,3,5,,84,21,,183,1381,,1966,,1792,174,6,5,,,,,,,1,5,5,,,,,,2,,,9,,1,,,,,,,,7,3,,,,,,,,,11,,,,,,,1,1,,,1,1,,2,,3,,,2,,,,,,,,,,,,,,,,,,,11,,,11,,10,1
2016,106190053,190053,LOS ANGELES,ST. MARY MEDICAL CENTER - LONG BEACH,Hospital,Non-profit Corporation (incl. Church-related),Basic,26,N/A,N/A,1050 LINDEN AVENUE,LONG BEACH,90813,300-499,33,70,BELMONT SHORE/LONG BEACH EAST/LONG BEACH SHORELINE/LOS ALTOS/NAPLES,Urban,24911,23203,4,5342,4069,9128,7982,7065,6912,3862,1574,894,1290,,1671,12093,21500,271,717,567,11299,467,1520,,46,474,63,12,45399,66,3,6,6,,41,1,14,,32725,6201,481,3591,5104,16,1584,11,129,67,671,2890,1041,851,595,2571,1153,8985,1600,4297,1297,2289,53,5404,2574,10056,,22,2260,1515,946,18,56,1,97,,1186,1238,25,2057,38697,,48118,189,39691,8238,2805,3535,1,123,426,610,835,1356,1238,903,681,97,72,,494,1449,2115,99,53,2125,6,166,371,207,235,49,20,199,5,4415,601,1,10,,,62,,,3070,2502,69,625,74,1,3,104,105,1146,809,16,409,283,782,773,108,129,221,6,628,229,411,127,2,12,38,210,261,163,101,9,3,4,,10,63,611,40,4866,,,6341,75,5355,911
2016,106190066,190066,LOS ANGELES,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,Hospital,Investor - Corporation,,,N/A,N/A,9542 ARTESIA BOULEVARD,BELLFLOWER,90706,100-149,32,58,BELLFLOWER/PARAMOUNT SOUTH,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,,,2,5,6,6,1,,,,,,,8,6,,,6,,,,,,,,,1,16,1,,2,,,,,,15,5,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,3,,17,,,20,,20,
2016,106190081,190081,LOS ANGELES,BEVERLY HOSPITAL,Hospital,Non-profit Corporation (incl. Church-related),Basic,17,N/A,N/A,309 WEST BEVERLY BOULEVARD,MONTEBELLO,90640,200-299,32,58,PICO RIVERA/SANTA FE SPRINGS NORTHWEST,Urban,15443,13087,,3938,3364,5210,4000,3312,3099,2194,1331,1325,757,,473,366,25373,3,203,25,2087,351,2154,,56,50,232,11,25154,33,44,1,,,426,18,,,16045,6908,421,1584,3572,,628,6,54,36,462,1320,755,264,299,1649,301,5392,1168,2473,410,1862,21,2885,1177,7368,,62,1724,905,285,25,12,1,74,,1258,716,7,1271,22189,1,28530,284,22595,5651,3287,3009,,94,314,372,690,1073,1214,985,1308,83,163,,191,97,5262,16,1,729,,288,238,181,417,77,12,7,4,3988,1059,,21,4,,,,,2548,3014,12,658,64,,2,123,129,962,1064,18,337,453,710,476,65,125,194,5,746,217,611,44,,6,9,341,335,38,12,3,,4,1,6,77,356,26,5096,1,,6296,251,3639,2406
2016,106190110,190110,LOS ANGELES,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,Hospital,Investor - Corporation,Basic,22,N/A,N/A,3828 DELMAS TERRACE,CULVER CITY,90232,300-499,30,54,CULVER CITY NORTH/PALMS,Urban,7502,7964,1,720,1059,2824,2720,2429,2737,1678,656,552,92,,657,5859,4026,64,12,15,4834,175,949,,22,98,478,1,13441,7,2,1,,,275,2,16,,1908,2779,237,8749,1735,59,195,5,62,30,261,934,295,178,176,654,302,3250,1754,1531,450,728,2,1245,581,2833,1,86,863,517,229,12,7,1,44,1,806,722,5,807,11365,2,15467,27,15228,212,1958,2413,,24,337,522,591,985,839,537,536,,,,152,1747,835,1,5,1616,15,135,305,80,253,24,34,82,57,2476,861,2,46,,,2,14,,870,1601,18,1830,52,,1,72,64,444,394,5,165,194,379,182,1462,92,117,6,352,102,332,6,,2,,69,103,10,13,3,,,,1,22,358,10,3782,,,4371,23,4289,59
2016,106190125,190125,LOS ANGELES,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,Hospital,Non-profit Corporation (incl. Church-related),Basic,35,N/A,N/A,1401 SOUTH GRAND AVENUE,LOS ANGELES,90015,300-499,30,53,BOYLE HEIGHTS NORTHWEST/CHINATOWN/DOWNTOWN NORTHWEST/LITTLE TOKYO/WESTLAKE,Urban,29792,27031,,6923,5712,13017,9362,7244,7529,3811,995,498,1732,,726,20006,32309,54,406,143,3179,201,3755,2,52,,1020,3,51049,29,417,75,,,,2,218,,43582,4170,498,2900,5673,,2581,15,229,180,710,4165,1474,808,817,3708,1624,11700,2197,4641,884,2325,192,5608,2556,10409,,46,3019,2303,1246,88,4,,176,,2593,1356,61,3152,42777,2,56823,118,41852,14853,5090,5482,,348,1271,1369,1535,2482,1758,763,612,187,247,,218,3787,5782,134,12,632,7,178,516,162,522,85,33,62,39,8433,484,,39,,,13,6,,7404,2205,140,583,240,,9,215,261,1514,1438,26,529,579,843,1566,178,202,315,18,939,414,1036,403,9,24,54,356,414,454,341,26,1,6,19,21,158,613,149,8008,6,,10572,19,7028,3525
2016,106190148,190148,LOS ANGELES,CENTINELA HOSPITAL MEDICAL CENTER,Hospital,Investor - Limited Liability Company,Basic,46,N/A,N/A,555 EAST HARDY STREET,INGLEWOOD,90301,300-499,35,62,DEL AIRE/INGLEWOOD WEST/LOS ANGELES INTERNATIONAL AIRPORT,Urban,26460,22000,,4013,4076,10151,7722,6423,7391,4469,1930,1436,849,,486,29561,12978,,1193,,4242,1062,777,,150,,330,2,45794,115,229,,1,,,,,,28216,7065,349,4569,8261,,1536,11,140,125,997,2326,704,695,501,2670,1302,10294,2952,4506,1395,2017,33,3797,1524,10935,,65,2354,2465,1055,35,13,6,122,,1946,1715,19,2383,36281,1,48460,88,45039,3333,7858,6257,,131,758,1005,1617,3182,3057,2225,2124,16,,,156,9487,2984,226,,1257,5,846,999,348,451,,2,240,21,9706,1474,,,,,,28,,6547,6296,,784,488,,4,233,225,2842,1978,6,611,729,1820,827,183,522,885,19,1643,215,966,363,8,29,7,260,547,62,41,1,1,33,2,11,107,632,23,12394,1,,14115,26,12746,1343
2016,106190159,190159,LOS ANGELES,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,Hospital,Non-profit Corporation (incl. Church-related),Basic,8,N/A,N/A,21530 PIONEER BOULEVARD,HAWAIIAN GARDENS,90716,100-149,32,63,CERRITOS/HAWAIIAN GARDENS,Urban,1234,1222,,203,239,448,360,322,402,241,138,90,13,,284,355,1072,3,60,25,657,125,78,,5,,15,,2172,42,17,1,1,,,,,,1134,414,22,534,352,,39,,5,9,78,205,68,31,32,139,40,625,170,145,74,53,,299,108,336,,11,175,128,35,6,2,2,10,,108,79,6,128,1766,,2456,21,2242,193,811,835,,3,61,99,148,312,329,300,394,,,,356,185,575,39,23,468,,165,87,37,126,25,10,5,,678,495,,,18,,,,,522,907,15,144,58,,,25,32,225,249,2,98,161,218,106,26,55,65,5,220,49,108,,,2,,69,61,8,2,1,,6,2,1,25,129,5,1335,2,,1646,68,1415,163
2016,106190170,190170,LOS ANGELES,CHILDREN'S HOSPITAL OF LOS ANGELES,Hospital,Non-profit Corporation (incl. Church-related),Basic,39,N/A,Teaching,4650 W. SUNSET BOULEVARD,LOS ANGELES,90027,300-499,24,43,HOLLYWOOD SOUTH CENTRAL/INNER SUNSET,Urban,35424,40695,,46875,16224,626,77,45,31,8,2,2,12229,,3112,5132,58206,9,6434,307,2919,2,3428,,7,,229,,72392,11,,,,26,,,24,,68577,32,337,6105,637,431,8,318,435,206,274,6088,5759,592,1730,2476,6931,11311,422,2150,734,2389,413,14028,3251,16603,1,389,4779,524,97,18,,,166,5,2353,834,12,2727,64212,3,76119,633,48229,27257,3536,4270,,2316,171,,,,,,,1624,3695,,454,629,5267,621,19,815,1,77,16,53,5,,,,15,7608,30,,,,2,,,,6221,17,57,1454,55,2,154,420,184,145,1088,33,267,272,630,1111,67,254,541,65,1836,236,218,1,,37,247,407,413,154,13,2,,28,27,3,111,465,74,6103,4,2,7806,92,5386,2328
2016,106190184,190184,LOS ANGELES,COLLEGE HOSPITAL,Hospital,Investor - Corporation,,,N/A,N/A,10802 COLLEGE PLACE,CERRITOS,90703,150-199,32,58,CERRITOS/HAWAIIAN GARDENS,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1,2,2,,1,,,,,,,,1,5,,,,,6,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,6,
2016,106190197,190197,LOS ANGELES,COMMUNITY HOSPITAL OF HUNTINGTON PARK,Hospital,Investor - Corporation,Basic,14,N/A,N/A,2623 EAST SLAUSON AVENUE,HUNTINGTON PARK,90255,50-99,33,53,HUNTINGTON PARK/SOUTH GATE WEST/WALNUT PARK,Urban,22516,19161,1,7092,6228,7326,5923,5511,4189,2558,1122,719,1010,,67,2290,38335,12,5,,969,1181,3660,,26,5,29,,36765,4,6,1,,,,1,,,31921,1892,69,,7796,,842,3,117,88,737,2849,1235,403,415,3220,1962,8461,1348,1845,908,3018,10,5408,1792,7011,6,4,2175,1000,526,26,6,4,99,,1976,664,89,2060,33048,1,41678,,39095,2583,1547,1568,,50,218,309,442,603,560,469,464,,,,16,355,2618,,1,120,5,242,346,89,53,7,,,9,2142,219,1,,3,4,,,,1919,1023,5,131,37,,,49,30,585,669,1,167,130,616,104,39,27,104,1,348,77,145,21,,2,,10,79,13,7,1,,4,2,2,36,161,10,2788,2,,3115,1,2890,224
2016,106190198,190198,LOS ANGELES,LOS ANGELES COMMUNITY HOSPITAL,Hospital,Investor - Corporation,Standby,3,N/A,N/A,4081 EAST OLYMPIC BOULEVARD,LOS ANGELES,90023,100-149,24,51,CITY TERRACE EAST/EAST LOS ANGELES,Urban,3269,3005,1,1337,898,888,854,845,722,390,122,62,157,,87,326,5298,,43,15,506,203,632,,2,,3,,5336,71,,2,,1,,25,,,3818,590,7,1208,652,,150,1,14,16,67,761,192,102,81,391,676,1195,310,270,114,283,3,762,275,612,,16,359,109,51,4,,,14,,388,78,16,218,5022,,6275,27,3171,3077,964,1225,,52,108,147,238,450,446,293,253,81,121,,81,375,1155,29,7,542,,61,94,35,11,1,8,5,37,1158,769,3,7,,,,,,1121,1001,1,48,18,,,38,19,130,314,5,183,219,444,148,29,60,100,4,264,123,82,25,,2,,78,75,6,6,,,,1,,5,29,7,1982,,,2189,21,1451,717
2016,106190200,190200,LOS ANGELES,SAN GABRIEL VALLEY MEDICAL CENTER,Hospital,Investor - Limited Liability Company,Basic,12,N/A,N/A,438 W. LAS TUNAS DRIVE,SAN GABRIEL,91776,200-299,22,49,ALHAMBRA/EL SERENO SOUTH/SAN GABRIEL CENTRAL,Urban,12490,9460,2,3219,2443,3464,2921,2574,2397,1725,1116,1383,709,1,6962,552,10497,31,611,39,3260,290,363,126,23,446,279,6,19998,275,46,6,,1,,20,73,,2499,3602,301,13938,1612,,588,6,48,36,375,1112,542,266,272,1252,676,4906,747,1224,414,769,60,2369,971,5319,,90,1638,687,189,15,12,3,70,,1131,469,4,1239,16403,2,21952,2796,17537,1619,2766,2288,,35,187,268,382,635,858,918,1749,22,,,2515,101,1423,108,4,900,3,287,120,172,498,59,36,59,52,2470,1264,25,9,,,3,,,1300,3118,18,575,43,,5,112,130,854,742,15,254,319,602,285,236,75,128,7,600,125,478,62,,3,22,218,251,18,1,3,,5,,6,55,159,21,4317,,,5054,1633,2963,458
2016,106190240,190240,LOS ANGELES,LAKEWOOD REGIONAL MEDICAL CENTER,Hospital,Investor - Corporation,Basic,14,N/A,N/A,3700 SOUTH STREET,LAKEWOOD,90712,150-199,33,63,CERRITOS/HAWAIIAN GARDENS,Urban,24690,18379,1,4117,4269,7762,6499,5700,5713,4214,2315,1954,527,,2701,12088,16678,40,2211,445,8907,838,3056,,78,6,114,5,38516,289,8,116,14,30,,,,,23169,7987,392,6307,5213,2,855,10,295,135,1248,2214,925,803,472,3059,893,8683,1189,3045,1028,2585,13,5135,1680,8802,1,155,2858,1454,521,36,46,3,91,,1746,765,6,2103,33285,1,43070,154,40012,2904,3186,2990,,30,300,390,627,1168,1343,1167,1151,,,,549,1236,2043,346,42,1956,4,379,191,270,817,137,30,41,23,3099,1186,,,,,3,,,1694,3021,40,1336,85,,2,118,170,1289,990,8,440,422,629,446,99,117,197,12,626,161,422,24,,4,,208,231,18,11,3,1,24,,1,59,358,11,5249,2,,6176,46,5525,605
2016,106190243,190243,LOS ANGELES,PIH HOSPITAL - DOWNEY,Hospital,Non-profit Corporation (incl. Church-related),Basic,22,N/A,N/A,11500 BROOKSHIRE AVENUE,DOWNEY,90241,150-199,32,58,DOWNEY NORTHEAST,Urban,26752,19858,3,6742,5824,7693,6030,5167,4893,3841,2664,2354,1403,2,904,1950,38608,28,132,180,4811,1311,541,,45,395,203,1,43585,201,112,70,18,,93,38,,,26738,7512,651,9070,2642,,1493,12,143,109,903,3099,1338,620,448,2922,1666,9758,1225,3243,863,1624,49,4879,1757,10462,,71,3355,1579,389,24,23,3,118,2,1854,1106,20,2484,35583,2,46613,112,36689,9812,3018,2697,,45,320,381,530,830,1073,1129,1398,9,,,223,303,3848,16,4,1317,4,298,138,143,712,140,13,17,19,3209,1019,,,5,,2,,,1406,3325,38,852,94,,2,124,161,1158,1052,11,317,357,820,379,34,97,162,2,551,138,277,61,1,3,8,178,280,24,19,1,1,29,1,3,59,292,20,4807,1,,5715,51,3844,1820
2016,106190256,190256,LOS ANGELES,EAST LOS ANGELES DOCTORS HOSPITAL,Hospital,Investor - Individual,Basic,8,N/A,N/A,4060 WHITTIER BOULEVARD,LOS ANGELES,90023,100-149,24,51,CITY TERRACE EAST/EAST LOS ANGELES,Urban,7281,6714,,1934,1764,2768,2212,1957,1627,783,382,237,331,,85,310,13055,13,5,,527,195,1391,1,13,675,27,,11677,8,2,4,,,,2,,,10029,1162,738,691,1375,,523,8,21,17,182,1250,391,166,109,767,499,2863,1148,605,406,1825,5,1541,426,1243,,27,728,451,202,16,7,,33,,1125,120,3,429,10853,1,13995,1,8546,5448,947,1031,,43,118,143,271,390,379,240,324,12,58,,20,98,1741,,1,117,1,135,178,55,121,,,,5,1136,348,,,,,,,,1120,746,5,94,12,1,1,22,21,255,339,4,125,185,276,118,21,31,46,2,270,104,121,32,,3,2,104,51,6,6,,,1,,2,23,50,6,1726,3,,1978,,1809,169
2016,106190280,190280,LOS ANGELES,ENCINO HOSPITAL MEDICAL CENTER,Hospital,Non-profit Corporation (incl. Church-related),Basic,8,N/A,N/A,16237 VENTURA BOULEVARD,ENCINO,91436,100-149,27,45,ENCINO/TARZANA/WARNER CENTER/WOODLAND HILLS,Urban,4914,4035,,569,688,1549,1705,1384,1352,763,387,498,54,,172,948,1232,2,541,33,6021,162,328,,3,16,1,,8404,1,,2,,,,3,29,,4190,1716,137,2007,899,,81,1,42,11,189,458,235,91,87,525,222,2001,557,824,206,428,1,982,468,1540,,2,567,389,53,5,1,,20,,561,163,1,409,6778,,8949,84,8784,81,1142,1060,,9,91,114,191,285,438,404,670,,,,39,199,163,78,7,1715,1,89,96,48,215,16,48,16,135,903,629,,7,,,,,,444,1479,4,235,40,,,31,14,301,251,8,50,110,390,134,510,65,105,2,121,60,47,2,,1,,34,147,37,5,7,1,,,2,57,253,13,1639,7,,2202,43,2128,31
2016,106190298,190298,LOS ANGELES,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,Hospital,Non-profit Corporation (incl. Church-related),Basic,21,N/A,N/A,250 SOUTH GRAND AVENUE,GLENDORA,91741,100-149,25,48,ASUZA/CHARTER OAK/COVINA,Urban,15026,11230,1,3400,3228,4415,3538,2945,3329,2183,1448,1322,449,,830,955,13020,63,257,71,11061,372,315,,17,,227,,25102,194,10,,15,,,,5,,3,4222,32,19655,2345,,637,7,88,95,569,1833,738,377,297,1593,611,5557,777,1906,702,767,17,3157,1143,5386,,83,1593,853,170,28,19,4,76,,905,619,4,1424,20477,2,26257,602,23543,2112,2195,1898,,47,215,285,367,663,731,753,1031,1,,,186,157,1377,25,9,2328,11,22,759,85,44,393,4,,54,2418,6,,,308,,,,,986,2174,28,833,72,,2,92,130,570,877,6,207,262,456,311,39,88,94,3,503,94,302,52,1,4,,199,217,21,6,1,,7,3,5,25,259,10,3340,,,4093,174,3494,425
2016,106190315,190315,LOS ANGELES,GARFIELD MEDICAL CENTER,Hospital,Investor - Individual,Basic,21,N/A,N/A,525 NORTH GARFIELD AVENUE,MONTEREY PARK,91754,200-299,22,49,MONTEBELLO NORTH/MONTEREY PARK/SOUTH SAN GABRIEL,Urban,11883,9648,3,3319,2214,3097,2550,2557,2605,1906,1233,1259,794,,9220,373,10669,3,69,16,1184,252,411,1,49,144,147,,20377,52,40,10,2,,,7,38,4,2723,3473,408,13088,1842,,779,5,40,46,483,1146,499,282,282,1425,582,4660,569,1046,402,427,61,2492,850,5458,,82,1550,665,192,23,15,3,67,,892,457,4,1192,16389,3,21534,6070,12535,2929,3339,3337,,69,210,346,516,922,1137,1272,2152,30,22,,4286,112,1858,13,6,399,2,207,213,301,1392,81,14,271,2,3351,838,2,1,2,,1,,,2097,3726,34,721,94,4,1,150,322,1358,1013,26,349,429,705,448,27,120,190,10,710,127,553,101,,7,30,232,316,15,5,4,,11,6,6,63,227,12,5778,,1,6676,2890,3091,695
