year,oshpd_id2,oshpd_id,county_name,facility_name,control_type_desc,ed_lic_levl_end,ems_station,rural_hospital_desc,teaching_hospital_desc,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,licensed_bed_size,senate_district_desc,assembly_district_desc,mssa_name,mssa_designation,LICENSE_CATEGORY_DESC,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Islander,Black,Hispanic,Native_American_Eskimo_Aleut,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,CAH,Died,Other_Disp,Prison_Jail,Psychiatric_Care,Residential_Care,Routine,SN_IC_Care,Childrens_or_Cancer,Home_Health_Service,Hospice_Care,Not_Defined_Elsewhere,Rehab,Invalid_Blank_Disp,Disaster_Care_Site,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_Payer,DX_All_Pregnancies,DX_Birth_Defects,DX_Births,DX_Blood_Disorders,DX_Cancer,DX_Circulatory_System,DX_Digestive_System,DX_Ear_Disorders,DX_Endocrine_Diseases,DX_Eye_Disorders,DX_Genitourinary_System,DX_Infections,DX_Injuries_Poisonings,DX_Mental_Disorders,DX_Musculoskeletal_System,DX_Nervous_System,DX_Other_Reasons,DX_Respiratory_System,DX_Skin_Disorders,DX_Symptoms,DX_Perinatal_Disorders,ECM_Abnormal_Reaction_Later_Cx,ECM_Accidental_Falls,ECM_All_Transport_Types,ECM_Assault,ECM_Intentional_SelfHarm,ECM_Legal_War_Terrorism,ECM_Med_Device_Advrs_Incident,ECM_Natural_Envrnmntl_Factors,ECM_NonTrans_Drowning_Subm,ECM_None,ECM_Other_Factors,ECM_Supplementary_Factors,ECM_Undetermined_Intent,ECM_W_Inanimate_Animate_Object,ECM_Medical_Misadventures,ED_Visit,All_Other_Languages,English,Spanish,a_Sex_Female,a_Sex_Male,a_sex_Unknown,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Islander,a_Black,a_Hispanic,a_Native_American_Eskimo_Aleut,a_Other_Race,a_Unknown_Race,a_White,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Hospice_Care,a_Prison_Jail,a_Psychiatric_Care,a_Rehab,a_Residential_Care,a_Routine,a_SN_IC_Care,a_CAH,a_Childrens_or_Cancer,a_Not_Defined_Elsewhere,a_Invalid_Blank_Disp,a_Other_Disp,a_Disaster_Care_Site,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_Payer,a_DX_All_Pregnancies,a_DX_Blood_Disorders,a_DX_Cancer,a_DX_Circulatory_System,a_DX_Digestive_System,a_DX_Ear_Disorders,a_DX_Endocrine_Diseases,a_DX_Eye_Disorders,a_DX_Genitourinary_System,a_DX_Infections,a_DX_Injuries_Poisonings,a_DX_Mental_Disorders,a_DX_Musculoskeletal_System,a_DX_Nervous_System,a_DX_Respiratory_System,a_DX_Skin_Disorders,a_DX_Symptoms,a_DX_Birth_Defects,a_DX_Births,a_DX_Other_Reasons,a_DX_Perinatal_Disorders,a_ECM_Abnormal_Reaction_Later_Cx,a_ECM_Accidental_Falls,a_ECM_All_Transport_Types,a_ECM_Assault,a_ECM_Med_Device_Adverse_Inciden,a_ECM_Natural_Environmental_Fact,a_ECM_None,a_ECM_Other_Factors,a_ECM_Supplementary_Factors,a_ECM_Undetermined_Intent,a_ECM_W_Inanimate_Animate_Object,a_ECM_Intentional_SelfHarm,a_ECM_Medical_Misadventures,a_ECM_NonTrans_Drowning_Subm,a_ECM_Legal_War_Terrorism,Inpatient_from_ED,a_All_Other_Languages,a_English,a_Spanish
2017,106190432,190432,LOS ANGELES,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,Non-profit Corporation (incl. Church-related),Basic,33,,,13652 CANTARA STREET,PANORAMA CITY,91402,200-299,District 18,District 46,NORTHRIDGE SOUTH/RESEDA NORTH,Urban,General Acute Care Hospital,35157,29618,,7140,5897,9476,7451,6813,7485,7300,6256,5472,1484,1,5806,4104,33768,142,182,721,20052,1114,832,1,60,,15,723,10,60458,536,1,823,171,26,4,1,,19625,15850,113,26032,3131,24,1050,10,,291,164,2515,3959,1703,1108,867,4075,2582,10361,2213,4604,1522,850,7006,2108,17738,49,327,3927,1671,310,56,2,44,145,3,52337,2639,646,8,2658,2,64775,1170,54946,8659,1914,1768,,84,168,215,288,414,689,829,849,53,93,,413,206,1304,16,10,11,1722,125,28,144,711,188,1,9,4,2,1930,533,2,1,4,,,,322,2058,7,1238,57,,46,53,99,496,641,4,145,3,135,1033,359,24,89,59,350,43,77,8,,4,14,169,294,18,3,14,5,2905,45,202,,24,2,1,,,3682,80,3130,472
2017,106190434,190434,LOS ANGELES,KAISER FOUNDATION HOSPITAL - WEST LA,Non-profit Corporation (incl. Church-related),Basic,53,,,6041 CADILLAC AVENUE,LOS ANGELES,90034,200-299,District 30,District 54,HANCOCK PARK/MID-CITY WEST/PARK LA BREA,Urban,General Acute Care Hospital,42313,31965,3,6204,5470,12729,9677,7752,8971,8188,6902,7211,1177,,2601,35830,21208,210,1176,1521,11735,1823,1966,8,95,,46,684,,67851,301,10,1252,187,29,13,16,,23037,18446,128,26606,6034,30,1689,17,,587,194,2833,4240,1298,1543,986,4278,2113,13137,2439,5340,1615,1816,7302,2658,20121,75,472,4449,2391,856,63,14,22,178,2,57598,3327,1707,13,3187,2,74281,870,66115,7296,1558,1269,,29,147,203,207,333,523,622,755,5,3,,113,1511,557,6,25,18,597,192,20,177,828,119,,3,5,,1216,251,2,1,13,,,,320,1614,4,833,56,,71,84,78,571,389,2,106,2,103,731,204,18,83,59,226,31,58,4,,3,4,182,177,10,9,18,,2232,28,141,2,24,1,1,,2,2827,31,2524,272
2017,106190470,190470,LOS ANGELES,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,Non-profit Corporation (incl. Church-related),Basic,29,,,4101 TORRANCE BOULEVARD,TORRANCE,90503,300-499,District 26,District 66,REDONDO BEACH CENTRAL AND SOUTH/TORRANCE WEST CENTRAL,Urban,General Acute Care Hospital,31861,23164,4,7661,5776,8964,7908,6578,6374,4389,2931,2870,1578,,4326,8776,24077,77,3382,402,13989,1389,2766,2,91,,79,312,7,49930,265,115,35,4,2,14,18,,26848,8253,1260,14791,3877,,1679,19,,146,160,1191,2960,1315,688,697,3691,1627,11539,1892,3989,1199,791,6291,2166,12897,92,276,3749,1773,425,48,18,15,185,5,41504,3471,808,8,2742,2,55029,1440,46816,6773,6571,5826,,223,599,847,1133,1771,2075,2202,3105,186,256,,1630,1947,3351,16,624,61,4768,335,231,410,1260,252,,41,102,17,7687,2057,2,2,1,,,,2662,6699,105,2548,383,,113,220,339,2324,1874,33,538,17,842,1764,1061,233,286,384,1255,355,672,17,6,10,54,452,879,69,17,47,6,10092,83,677,2,63,6,2,2,,12397,679,10120,1598
2017,106190475,190475,LOS ANGELES,COMMUNITY HOSPITAL LONG BEACH,Non-profit Corporation (incl. Church-related),Basic,21,,,1720 TERMINO AVENUE,LONG BEACH,90804,150-199,District 33,District 70,BIXBY KNOLLS/LONG BEACH CENTRAL,Urban,General Acute Care Hospital,11770,9610,1,1299,1774,4545,3711,3109,2987,1882,1001,914,159,,1183,4579,6139,45,724,54,8657,756,,1,37,,49,15,,20366,79,21,23,2,4,27,1,,10574,3458,551,4518,2280,,375,3,,68,30,452,1222,381,256,221,1296,512,4808,1445,1681,474,345,2044,938,4826,4,80,1326,934,293,18,33,13,77,2,15964,989,389,1,1262,,21381,242,20108,1031,2499,2510,2,53,649,593,536,785,788,683,924,,,,346,898,923,12,131,9,2692,341,,151,348,17,1,51,23,,3189,886,,1,2,1,,,1665,2366,46,738,196,,25,45,58,443,490,15,221,5,214,546,358,1545,82,135,384,93,349,,,3,,82,245,21,7,7,3,4099,96,401,1,19,27,1,1,1,5011,111,4715,185
2017,106190500,190500,LOS ANGELES,MARINA DEL REY HOSPITAL,Non-profit Corporation (incl. Church-related),Basic,18,,,4650 LINCOLN BOULEVARD,MARINA DEL REY,90292,100-149,District 26,District 62,BALDWIN HILLS/CULVER CITY SOUTH/FOX HILLS/LADERA HEIGHTS/MARINA DEL REY/VIEW PARK/WINDSOR HILLS,Urban,General Acute Care Hospital,14554,13170,1,1122,1835,5820,4859,3956,3833,2631,1773,1705,166,25,1266,7166,5320,45,990,239,12699,1047,982,,53,,165,500,3,24739,106,3,90,14,11,12,,,7409,5200,936,11553,2627,,414,3,3,96,54,737,1709,431,611,345,1649,494,7380,1733,1761,661,568,2340,1175,5558,3,157,2010,1371,440,30,17,2,92,4,19587,1392,750,3,1870,,27725,472,26254,999,532,519,,15,56,76,76,146,180,210,292,,,,48,214,138,2,25,6,618,83,37,39,68,16,,9,27,4,614,151,,3,,,,,190,591,14,237,17,2,5,17,21,148,187,3,44,,52,155,107,7,35,23,169,37,41,,,,,31,75,8,1,,,873,13,44,,5,1,,,,1051,17,1001,33
2017,106190517,190517,LOS ANGELES,PROVIDENCE TARZANA MEDICAL CENTER,Non-profit Corporation (incl. Church-related),Basic,15,,,18321 CLARK STREET,TARZANA,91356,200-299,District 27,District 45,ENCINO/TARZANA/WARNER CENTER/WOODLAND HILLS,Urban,General Acute Care Hospital,23392,18625,1,6936,4380,5809,5745,4443,4357,3516,2452,2795,1585,,893,1992,12172,37,1441,194,25289,367,314,,32,,34,241,17,40796,167,13,12,5,13,2,5,,21616,6954,360,10405,2682,1,1086,6,,108,50,753,1932,1194,420,593,2341,1179,8737,1163,2726,884,781,5712,1860,10419,74,210,3000,1180,205,14,4,5,99,2,32191,2394,420,1,2290,3,42018,2667,35508,3843,3959,3617,,170,215,366,460,772,1034,1390,2761,151,257,,194,194,1034,6,225,33,5890,154,115,217,1481,106,,27,25,59,3775,1609,,6,2,,,,1236,4748,21,1422,149,,77,126,181,1412,1132,11,303,4,511,1234,656,38,171,198,831,213,410,11,11,6,40,342,502,26,8,51,2,6117,79,412,,33,2,1,1,,7576,1069,6029,478
2017,106190521,190521,LOS ANGELES,MEMORIAL HOSPITAL OF GARDENA,Investor - Individual,Basic,10,,,1145 W. REDONDO BEACH BLVD.,GARDENA,90247,150-199,District 35,District 66,GARDENA SOUTHEAST/HARBOR GATEWAY CENTRAL/LAWNDALE SOUTH/MONETA/REDONDO BEACH NORTH/TORRANCE NORTH,Urban,General Acute Care Hospital,21248,16127,,4077,3707,8186,6372,4587,4794,2679,1254,936,783,,1029,18470,13213,34,1680,544,2405,1150,2582,2,37,,415,104,3,32811,151,104,14,2,,,,,4392,24050,1089,2636,5208,,1431,6,,111,136,763,1998,874,562,473,2202,1134,8673,2119,2001,1085,2077,4326,1413,5961,30,91,1913,1858,768,30,16,5,122,,27508,2082,1402,14,1565,1,37375,10,36876,489,2889,2356,,64,517,524,546,1053,1071,713,750,7,,,301,2502,1542,5,295,78,522,501,400,132,215,24,,11,14,34,3001,912,,1,,,,,2837,1974,18,282,132,2,415,58,128,778,703,4,315,1,293,806,278,68,85,252,573,129,333,3,6,17,,158,151,16,25,38,3,4536,61,227,4,22,2,1,,1,5245,3,5148,94
2017,106190522,190522,LOS ANGELES,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,Non-profit Corporation (incl. Church-related),Basic,15,,,1420 SOUTH CENTRAL AVENUE,GLENDALE,91204,300-499,District 25,District 43,ATWATER VILLAGE/GLENDALE CENTRAL/GLENDALE SOUTHWEST/GRIFFITH PARK,Urban,General Acute Care Hospital,18280,15338,,2893,2834,5435,5127,4088,4306,3810,2393,2178,554,,1702,1509,14048,6,5086,42,11225,262,631,,59,,51,17,,32089,128,,74,3,282,22,,,18958,6626,733,5023,2278,,863,6,,105,52,1074,1971,951,313,435,1921,754,6900,1412,2276,1022,1123,3349,1132,7923,36,26,2072,989,245,7,11,,107,,26087,2017,276,3,1777,1,33618,2189,27557,3872,2332,2604,,27,297,337,416,724,841,865,1398,31,,,418,233,1323,,713,12,2237,154,883,162,787,108,1,6,161,14,2648,,,2,10,,,,1607,2751,39,480,47,12,58,58,127,1066,664,9,161,2,263,601,252,485,78,138,579,121,243,3,,1,27,81,197,11,7,,4,4485,47,82,,12,9,1,,,4936,771,3623,542
2017,106190524,190524,LOS ANGELES,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,Investor - Limited Liability Company,Basic,8,,,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,100-149,District 18,District 46,NORTHRIDGE SOUTH/RESEDA NORTH,Urban,General Acute Care Hospital,6184,6061,,855,1317,2195,1914,1889,1815,1265,511,411,73,,761,1313,7427,28,47,3,2666,68,1116,324,17,,78,7,10,10491,126,2,3,,3,,,,7666,2041,182,700,1636,20,149,3,1,28,27,283,536,271,155,150,577,290,2235,1034,697,452,1453,1299,531,2074,,29,594,382,200,9,17,6,37,,9675,521,284,3,488,,12245,505,7867,3873,2506,3689,,56,686,856,890,1250,1004,674,779,,,,380,1123,2097,25,16,9,2545,120,278,89,296,32,5,29,14,63,3890,1360,7,,12,,,,2970,2271,62,830,60,2,1,56,40,364,419,6,203,2,232,558,202,2901,372,125,403,101,201,,,9,,252,165,39,10,3,11,4938,169,548,2,18,39,1,,,6195,387,4871,937
2017,106190525,190525,LOS ANGELES,LONG BEACH MEMORIAL MEDICAL CENTER,Non-profit Corporation (incl. Church-related),Basic,64,,Teaching,2801 ATLANTIC AVENUE,LONG BEACH,90806,300-499,District 33,District 70,BIXBY KNOLLS/LONG BEACH CENTRAL,Urban,General Acute Care Hospital,48080,38499,,20821,11345,13061,10086,7687,7296,4989,2711,1997,6586,,5805,17661,47549,120,2721,528,12195,928,,,77,,20,399,1,81157,282,3566,94,5,1,6,43,,57104,8238,809,15524,4904,,2700,62,6,745,223,1414,5347,2218,1008,1137,5283,2467,15503,1464,5286,1681,1067,11954,3437,23132,445,367,5163,2478,792,20,24,57,216,10,69358,3637,567,6,3884,,86579,1030,71345,14204,7693,6675,,133,1337,1351,1658,2577,2735,2277,2296,,4,,1858,2875,4656,23,443,65,4448,414,,485,1666,120,3,26,284,6,9481,1854,,25,,4,,,4867,6494,153,2662,192,,231,355,591,2706,2062,44,784,39,731,1503,1851,125,324,531,1069,292,1096,10,,24,,752,866,419,102,120,18,10927,177,859,3,109,12,2,,2,14368,655,11670,2043
2017,106190529,190529,LOS ANGELES,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,Non-profit Corporation (incl. Church-related),Basic,35,,,300 WEST HUNTINGTON DRIVE,ARCADIA,91007,300-499,District 22,District 49,ARCADIA CENTRAL AND NORTHEAST/BRADBURY/MONROVIA/SIERRA MADRE,Urban,General Acute Care Hospital,22496,18499,,5200,4314,5781,5243,4557,4787,3766,2928,3556,863,,5904,2536,8141,25,13440,164,10785,1240,1837,,89,,107,70,8,37532,103,2,2,4,,1,,,4182,8886,680,24698,2549,,889,3,,125,94,1063,1953,849,799,467,2323,694,9497,1333,2683,703,1219,4316,1509,10439,37,219,3257,1523,328,40,21,2,134,,30642,1679,680,10,2456,4,40995,1873,35478,3644,6011,5338,,79,352,576,843,1440,1896,2279,3869,15,,,2193,600,1381,4,2611,11,4549,489,235,478,924,209,3,37,382,45,6408,2134,,2,1,1,1,,902,6877,52,3289,207,22,85,205,371,2127,1651,54,586,14,747,1405,1014,109,244,483,1151,255,801,14,2,19,12,651,870,55,13,26,16,8614,169,836,2,88,4,3,2,,11349,1233,9051,1065
2017,106190534,190534,LOS ANGELES,OLYMPIA MEDICAL CENTER,Investor - Limited Liability Company,Basic,16,,,5900 WEST OLYMPIC BLVD,LOS ANGELES,90036,200-299,District 26,District 50,HANCOCK PARK/MID-CITY WEST/PARK LA BREA,Urban,General Acute Care Hospital,11944,9866,,1242,1668,4526,3863,3011,3587,2117,978,690,128,,733,10099,4591,,2277,42,4068,806,734,,29,,205,116,47,19569,304,,,,,,,,11659,3533,624,2929,3065,,355,2,,88,58,464,1236,553,201,309,1265,451,5125,1376,1611,560,527,2459,995,4173,2,104,1285,902,376,23,24,1,77,,15939,1491,273,4,1311,,21810,194,20631,985,2517,2243,,25,224,281,416,760,1002,839,1213,,,,334,1831,842,7,445,61,1240,47,270,184,575,55,,26,36,68,1950,1363,1,185,,,,,1359,2915,65,265,156,,13,108,97,629,501,23,285,5,298,960,320,54,282,262,508,175,236,1,,3,,169,214,78,9,2,5,3944,91,203,4,37,2,,,2,4760,412,3821,527
2017,106190541,190541,LOS ANGELES,MONROVIA MEMORIAL HOSPITAL,Investor - Limited Liability Company,,,,,323 SOUTH HELIOTROPE AVENUE,MONROVIA,91016,1-49,District 25,District 41,ARCADIA CENTRAL AND NORTHEAST/BRADBURY/MONROVIA/SIERRA MADRE,Urban,General Acute Care Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,
2017,106190547,190547,LOS ANGELES,MONTEREY PARK HOSPITAL,Investor - Individual,Basic,6,,,900 SOUTH ATLANTIC BOULEVARD,MONTEREY PARK,91754,100-149,District 22,District 49,MONTEBELLO NORTH/MONTEREY PARK/SOUTH SAN GABRIEL,Urban,General Acute Care Hospital,13617,9298,,4266,3050,4213,3094,2342,1983,1367,884,893,823,,1016,262,20873,8,40,9,707,336,444,,5,4,8,64,2,22033,17,,2,,,,,,3376,2318,158,14835,2228,,737,2,,43,57,318,2077,781,235,330,1553,644,4451,495,1319,519,255,4603,889,3586,21,5,1351,572,139,3,,,53,1,18702,569,265,2,1253,,22915,281,15362,7272,525,439,,21,71,64,101,176,182,140,194,1,14,,69,10,834,,3,,48,51,38,21,126,10,,,7,,648,60,2,,1,,,,458,416,5,66,19,,30,20,28,135,206,4,72,1,70,65,56,8,20,23,85,50,89,1,,,1,49,29,2,,,,848,2,32,,2,,,,,964,26,454,484
2017,106190555,190555,LOS ANGELES,CEDARS SINAI MEDICAL CENTER,Non-profit Corporation (incl. Church-related),Basic,51,,Teaching,8700 BEVERLY BOULEVARD,LOS ANGELES,90048,500+,District 26,District 50,HOLLYWOOD HILLS/HOLLYWOOD WEST/MOUNT OLYMPUS/WEST HOLLYWOOD,Urban,General Acute Care Hospital,33791,30022,12,3296,3103,11650,11547,8743,8703,6904,4431,4574,781,93,3444,13710,11343,64,3729,440,31095,164,1415,,109,,,1047,13,58980,162,,681,7,1245,2,,,17269,14145,1547,24368,6496,,1229,28,3,441,330,2248,3726,885,815,777,3642,1342,13414,3254,5552,1860,1556,4424,2389,15858,52,421,4951,2915,843,63,39,36,197,,46573,3895,596,21,3274,1,63825,2780,58347,2698,13347,13372,,398,1797,2372,2560,3582,4555,4375,6527,193,352,8,1470,5047,3686,25,1301,118,15072,259,515,807,6848,338,,100,789,74,13876,2996,,1,116,,,,4142,14962,218,7009,383,5,230,435,920,4767,4000,68,1194,35,1478,3551,3798,329,975,1026,1913,797,1059,48,10,34,52,2567,2120,689,161,256,33,18411,337,1922,7,179,24,10,1,2,26719,2965,22196,1558
2017,106190568,190568,LOS ANGELES,NORTHRIDGE HOSPITAL MEDICAL CENTER,Non-profit Corporation (incl. Church-related),Basic,28,,,18300 ROSCOE BOULEVARD,NORTHRIDGE,91325,300-499,District 27,District 45,NORTHRIDGE SOUTH/RESEDA NORTH,Urban,General Acute Care Hospital,30615,26311,9,7350,6368,10181,8087,6566,6574,4671,2804,2957,1377,,3315,4215,28144,81,4330,431,16419,577,1643,5,110,96,,56,7,53670,197,,483,91,,,,,33027,8434,1064,9540,4870,,1292,15,,217,145,1008,3271,1437,611,621,3359,1232,12611,2944,3383,1289,2069,7595,2013,11740,83,86,3858,2514,534,67,22,21,144,,43077,2361,1415,6,2828,2,56935,986,45602,10347,5315,5358,3,452,728,740,951,1497,1747,1618,2495,135,313,,775,593,3196,24,1010,106,4972,333,242,311,1395,168,1,31,186,128,6156,1549,2,,170,,4,,3095,5335,145,1868,233,,118,88,186,2033,1272,16,503,10,526,1627,1488,857,175,382,840,138,358,12,11,6,30,264,891,452,68,45,10,8307,51,454,32,68,30,3,,1,10676,546,8630,1500
2017,106190570,190570,LOS ANGELES,NORWALK COMMUNITY HOSPITAL,Investor - Corporation,Basic,4,,,13222 BLOOMFIELD AVENUE,NORWALK,90650,50-99,District 32,District 57,NORWALK/STUDEBAKER,Urban,General Acute Care Hospital,2807,2798,,496,572,941,904,753,838,589,269,173,70,,310,555,3603,3,154,45,935,447,448,,11,,14,31,34,4315,305,,,,,,,,2956,959,48,1066,576,,76,2,,10,9,119,478,143,111,60,360,203,1305,498,304,110,445,546,261,564,1,24,334,184,81,7,,,13,,4158,318,145,9,332,,5605,67,4777,761,518,659,,8,52,88,126,251,266,204,182,,,,86,168,572,,20,4,327,116,83,27,6,2,2,17,4,16,432,462,2,,8,,,,495,610,12,54,6,,,5,8,134,143,,35,1,78,413,71,11,14,92,94,32,46,,,,,10,29,,1,,,1100,3,31,,1,2,,,,1177,19,960,198
2017,106190587,190587,LOS ANGELES,COLLEGE MEDICAL CENTER,Investor - Limited Liability Company,Basic,7,,,2776 PACIFIC AVENUE,LONG BEACH,90806,100-149,District 33,District 70,BIXBY KNOLLS/LONG BEACH CENTRAL,Urban,General Acute Care Hospital,4486,4593,,347,582,1707,1530,1441,1577,1104,467,292,32,,662,3214,2888,42,112,91,2070,267,475,5,11,3,47,773,118,6989,371,1,2,1,16,,,,4913,2307,68,638,1153,,135,4,,29,14,222,527,100,157,81,421,171,1551,1680,567,441,296,747,318,1618,,12,571,300,201,46,10,,69,,6558,372,550,12,378,,9079,70,8395,614,2263,3386,1,63,1033,1042,843,1113,792,410,354,,,,423,1793,1561,22,34,18,1799,156,331,66,170,16,10,292,25,61,3821,699,2,1,,,,,3844,1589,19,149,49,,17,41,34,293,351,7,223,2,143,429,225,3134,83,97,222,74,270,2,,3,,100,119,18,15,,2,4158,99,1032,4,20,83,,,,5650,106,5195,349
2017,106190630,190630,LOS ANGELES,POMONA VALLEY HOSPITAL MEDICAL CENTER,Non-profit Corporation (incl. Church-related),Basic,50,,,1798 NORTH GAREY AVENUE,POMONA,91767,300-499,District 20,District 52,CLAREMONT/LA VERNE/POMONA NORTHWEST/SAN DIMAS,Urban,General Acute Care Hospital,45360,36748,1,11585,8903,13462,11112,9344,9455,6532,4329,4245,3142,,4532,7463,47050,45,3601,12,19406,1008,2054,18,148,,912,452,1,76598,475,32,4,22,369,16,,,47048,12713,2061,16162,4125,,2899,13,1,376,201,1715,4398,2118,1326,917,4834,2007,15416,2672,5950,1967,2866,8492,3005,20800,136,299,5601,3213,964,121,59,12,209,9,63401,3087,1751,34,3348,1,82109,1204,70118,10787,6296,6594,,292,816,858,1280,1983,2268,2155,2702,224,312,,1087,1021,5467,4,574,7,4730,509,318,520,18,231,7,35,129,5,8526,1822,42,4,724,,,,4545,6400,68,1720,157,,127,219,362,2615,1711,24,584,14,654,1964,1565,185,218,568,1235,240,507,16,1,11,70,360,938,453,89,13,20,10075,144,673,9,83,22,5,2,4,12890,464,10474,1952
2017,106190631,190631,LOS ANGELES,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,Non-profit Corporation (incl. Church-related),Basic,56,,,12401 WASHINGTON BLVD.,WHITTIER,90602,500+,District 32,District 57,LA HABRA HEIGHTS/WHITTIER,Urban,General Acute Care Hospital,36043,27890,1,8601,7370,9953,8348,7078,6720,5368,4129,4490,1874,3,1381,960,51069,35,146,44,10299,2098,2371,,94,,179,475,18,57922,271,432,35,33,5,1,,,31222,12573,1314,15830,2995,,1508,11,,152,102,1233,2871,1596,820,745,3820,1089,13417,1497,4692,1084,1542,7237,2538,17898,82,440,4934,2130,586,64,31,11,155,7,48204,2837,971,4,3558,2,63934,239,55107,8588,6271,5594,,118,504,712,1165,1735,2167,2194,3228,42,,,519,168,7483,9,31,2,3653,452,179,341,2486,311,,28,146,31,6243,1643,,,5,,,,2279,7188,93,2175,130,,145,142,332,2766,1841,25,512,17,507,1719,1077,81,320,443,952,254,675,10,5,8,34,753,804,76,25,20,24,8795,149,1138,1,64,3,9,2,2,11865,120,9887,1858
2017,106190636,190636,LOS ANGELES,CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,Non-profit Corporation (incl. Church-related),Basic,24,,,1115 SOUTH SUNSET AVENUE,WEST COVINA,91790,300-499,District 22,District 48,VALINDA/WEST COVINA,Urban,General Acute Care Hospital,31625,25043,,10433,7013,9417,7203,5226,5622,4500,2719,2386,2149,,4094,1736,43684,52,618,232,6252,1014,1323,,45,19,,298,,53607,313,32,,16,,1,,,1820,8539,503,39927,5879,,1994,15,,154,184,876,3446,1679,749,682,3984,1681,10607,1535,3727,1226,1450,7674,2316,12565,124,275,3245,1655,466,35,46,14,130,1,45451,1725,863,6,2754,2,56668,1719,44014,10935,4777,4324,,238,593,746,920,1482,1694,1334,1697,195,202,,1137,323,6005,12,103,14,1507,9,1235,246,54,1111,1,1,,81,5602,126,,633,,,2,,3873,3843,62,1178,134,11,209,250,242,1286,1788,18,563,6,563,1005,627,65,156,357,1048,221,620,9,10,8,50,312,343,57,15,7,10,7796,56,433,1,61,4,6,,,9101,653,5877,2571
2017,106190673,190673,LOS ANGELES,SAN DIMAS COMMUNITY HOSPITAL,Investor - Limited Liability Company,Basic,8,,,1350 WEST COVINA BOULEVARD,SAN DIMAS,91773,100-149,District 25,District 41,CLAREMONT/LA VERNE/POMONA NORTHWEST/SAN DIMAS,Urban,General Acute Care Hospital,8845,6866,,1680,2062,2754,2267,1861,1827,1255,934,850,221,,1048,1165,7137,25,56,6,6274,390,598,,12,,607,52,3,14008,40,1,,,,,,,1444,2780,547,9835,1105,,394,2,,34,21,303,1045,350,310,170,992,435,4002,566,967,471,829,1842,666,2310,2,7,1223,643,146,5,,,58,,11285,1028,272,5,1039,,15711,66,15248,397,1730,1230,,12,173,257,178,288,522,560,725,245,,,401,142,833,2,6,3,1573,243,354,59,224,44,,21,35,19,1651,310,,,,,,,17,1808,41,881,213,,276,21,63,310,396,6,80,,199,555,171,49,133,85,222,42,107,,245,,,92,202,6,1,3,1,2508,32,108,,7,,,,,2960,138,2722,100
2017,106190680,190680,LOS ANGELES,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,Non-profit Corporation (incl. Church-related),Basic,16,,,1300 WEST SEVENTH STREET,SAN PEDRO,90732,200-299,District 35,District 70,MIRALESTE/PALO VERDES ESTATES/PORTUGUESE BEND/RANCHO PALOS VERDES/ROLLING HILLS/SAN PEDRO WEST,Urban,General Acute Care Hospital,20465,16424,1,4388,4254,6079,5329,4875,4709,3109,1697,1685,765,,745,3309,19848,40,2750,277,9921,679,287,,25,,129,347,2,35174,169,34,24,7,2,6,5,,19733,5498,1316,7138,3205,,994,6,,74,60,600,2157,962,473,478,2002,867,8156,1470,2903,1059,432,4960,1992,7160,85,252,2378,1148,511,33,19,2,130,2,27670,2072,416,2,2255,,36890,376,32134,4380,1902,1803,1,35,243,284,419,677,633,562,851,2,,,122,252,1380,2,315,35,1600,180,69,111,288,91,11,42,35,5,2197,676,1,,,,,,1067,1825,56,641,117,,37,68,62,508,596,9,172,3,251,665,318,172,68,106,321,150,193,2,2,3,,97,245,21,8,7,4,3049,28,224,,20,2,,1,,3706,73,3114,519
