year,oshpd_id2,oshpd_id,LICENSE_CATEGORY_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,DX_Infections,DX_Symptoms,ED_Visit,All_Other_Languages,English,Spanish,a_Sex_Female,a_Sex_Male,a_sex_Unknown,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_DX_Infections,a_DX_Symptoms,Inpatient_from_ED,a_All_Other_Languages,a_English,a_Spanish
2019,106070924,70924,General Acute Care Hospital,2500 Alhambra Ave,Martinez,94553,19869.0,20049.0,1.0,1846.0,3553.0,7476.0,7629.0,6151.0,6191.0,4339.0,1562.0,714.0,458.0,0.0,16720.0,4879.0,9751.0,3369.0,5194.0,814.0,5042.0,39919.0,1960.0,30162.0,7694.0,1932.0,2163.0,0.0,50.0,375.0,532.0,571.0,879.0,880.0,460.0,322.0,26.0,0.0,0.0,2403.0,1259.0,31.0,200.0,202.0,293.0,88.0,4095.0,288.0,3119.0,679.0
2019,106070934,70934,General Acute Care Hospital,3901 Lone Tree Way,Antioch,94509,25938.0,20056.0,2.0,5526.0,5217.0,7834.0,7226.0,5457.0,5744.0,3968.0,2321.0,1662.0,1041.0,0.0,25857.0,7013.0,743.0,7585.0,4798.0,1000.0,5545.0,45996.0,758.0,40326.0,4791.0,3434.0,3285.0,0.0,65.0,291.0,478.0,717.0,1193.0,1456.0,1250.0,1160.0,43.0,66.0,0.0,2188.0,3263.0,100.0,1037.0,131.0,1017.0,123.0,6719.0,243.0,5915.0,555.0
2019,106070988,70988,General Acute Care Hospital,1601 Ygnacio Valley Rd,Walnut Creek,94598,23871.0,18553.0,3.0,4576.0,3657.0,4340.0,4840.0,4328.0,4786.0,4582.0,4692.0,5600.0,1026.0,0.0,1205.0,21879.0,873.0,16346.0,2124.0,718.0,5964.0,42427.0,1148.0,39267.0,1863.0,6229.0,5771.0,0.0,272.0,474.0,612.0,843.0,1332.0,1904.0,2502.0,3691.0,135.0,235.0,0.0,1496.0,7058.0,204.0,2991.0,251.0,1273.0,127.0,12000.0,456.0,11115.0,363.0
2019,106070990,70990,General Acute Care Hospital,1425 S Main St,Walnut Creek,94596,32131.0,26454.0,9.0,4801.0,4510.0,5757.0,6624.0,6127.0,7170.0,7097.0,6780.0,8836.0,892.0,0.0,4518.0,18708.0,591.0,33007.0,1769.0,1409.0,7957.0,58594.0,701.0,56631.0,1232.0,3325.0,3308.0,0.0,89.0,152.0,264.0,351.0,671.0,1096.0,1532.0,2376.0,37.0,65.0,0.0,168.0,4486.0,8.0,1925.0,46.0,1779.0,86.0,6633.0,86.0,6473.0,73.0
2019,106071018,71018,General Acute Care Hospital,2540 East St,Concord,94520,28458.0,23533.0,9.0,5228.0,5185.0,7343.0,7506.0,6334.0,6794.0,5957.0,3832.0,3028.0,789.0,4.0,3290.0,33041.0,933.0,9588.0,5148.0,1546.0,6252.0,52000.0,1000.0,43027.0,7714.0,4430.0,4650.0,0.0,42.0,316.0,533.0,707.0,1518.0,2079.0,1946.0,1939.0,0.0,0.0,0.0,2040.0,4913.0,325.0,1543.0,259.0,1101.0,70.0,9080.0,305.0,8115.0,640.0
2019,106074017,74017,General Acute Care Hospital,6001 Norris Canyon Rd,San Ramon,94583,9126.0,7562.0,0.0,1422.0,1801.0,1557.0,1955.0,2205.0,2269.0,1826.0,1872.0,1593.0,188.0,0.0,2828.0,4137.0,604.0,8484.0,633.0,228.0,1945.0,16688.0,155.0,16434.0,74.0,1532.0,1439.0,0.0,31.0,81.0,121.0,219.0,311.0,442.0,752.0,991.0,10.0,13.0,0.0,204.0,1487.0,124.0,1150.0,6.0,351.0,47.0,2971.0,44.0,2899.0,16.0
2019,106074097,74097,General Acute Care Hospital,4501 Sand Creek Road,Antioch,94531,35121.0,27434.0,1.0,7055.0,6383.0,9165.0,8002.0,7249.0,7581.0,6746.0,5107.0,4108.0,1160.0,0.0,13227.0,13439.0,763.0,30623.0,4502.0,1854.0,8026.0,62556.0,710.0,58502.0,3309.0,2052.0,2024.0,0.0,30.0,180.0,244.0,375.0,616.0,821.0,917.0,891.0,2.0,0.0,0.0,387.0,2431.0,6.0,1186.0,66.0,1063.0,40.0,4076.0,70.0,3831.0,174.0
2019,106084001,84001,General Acute Care Hospital,800 E Washington Blvd,Crescent City,95531,9072.0,8404.0,0.0,1527.0,1514.0,2247.0,2423.0,1956.0,2379.0,2237.0,1711.0,1207.0,275.0,0.0,8182.0,5074.0,895.0,2268.0,1057.0,342.0,1496.0,17476.0,84.0,17093.0,289.0,918.0,961.0,0.0,23.0,58.0,112.0,119.0,294.0,390.0,445.0,405.0,12.0,21.0,0.0,347.0,1183.0,142.0,167.0,40.0,522.0,17.0,1879.0,10.0,1855.0,14.0
2019,106090793,90793,General Acute Care Hospital,2170 South Ave,South Lake Tahoe,96150,8327.0,8371.0,0.0,1591.0,1731.0,3007.0,2510.0,1917.0,1996.0,1985.0,1148.0,538.0,275.0,0.0,6189.0,2866.0,760.0,5482.0,1401.0,309.0,2098.0,16698.0,148.0,15644.0,892.0,629.0,705.0,0.0,24.0,94.0,137.0,95.0,197.0,322.0,206.0,190.0,20.0,49.0,0.0,298.0,574.0,44.0,365.0,53.0,97.0,7.0,1334.0,8.0,1277.0,48.0
2019,106090933,90933,General Acute Care Hospital,1100 Marshall Way,Placerville,95667,14375.0,12485.0,2.0,2200.0,2617.0,3277.0,3630.0,2748.0,3516.0,3350.0,2698.0,2413.0,413.0,0.0,11421.0,7895.0,775.0,5763.0,918.0,405.0,3579.0,26862.0,50.0,26172.0,598.0,2243.0,1936.0,0.0,27.0,204.0,307.0,243.0,580.0,884.0,848.0,1074.0,10.0,2.0,0.0,937.0,2104.0,112.0,982.0,39.0,512.0,32.0,4179.0,15.0,4097.0,58.0
2019,106100005,100005,General Acute Care Hospital,2755 Herndon Ave,Clovis,93611,33383.0,22555.0,4.0,2378.0,4363.0,11249.0,9658.0,7329.0,7067.0,5782.0,4318.0,3310.0,488.0,0.0,24334.0,11510.0,1381.0,14999.0,3718.0,767.0,7425.0,55942.0,722.0,52342.0,2825.0,4712.0,4305.0,0.0,33.0,396.0,663.0,862.0,1395.0,1800.0,1896.0,1963.0,9.0,0.0,0.0,2080.0,5030.0,77.0,1703.0,127.0,1334.0,109.0,9017.0,220.0,8352.0,429.0
2019,106100717,100717,General Acute Care Hospital,2823 Fresno St,Fresno,93721,43575.0,43969.0,1.0,5480.0,7464.0,17853.0,16964.0,13325.0,12655.0,7886.0,3091.0,1439.0,1388.0,0.0,59123.0,11118.0,2167.0,5759.0,9378.0,2343.0,11190.0,87545.0,1020.0,76123.0,10375.0,9894.0,12924.0,1.0,489.0,1736.0,2261.0,2970.0,4563.0,4769.0,3158.0,2243.0,237.0,393.0,0.0,10396.0,8690.0,1053.0,1988.0,692.0,2584.0,288.0,22819.0,731.0,18909.0,3179.0
2019,106100797,100797,General Acute Care Hospital,372 W Cypress Ave,Reedley,93654,22740.0,17167.0,0.0,8262.0,6305.0,6555.0,5339.0,4212.0,3107.0,2187.0,1423.0,1103.0,1414.0,0.0,28972.0,3898.0,469.0,4007.0,2524.0,1205.0,3724.0,39907.0,97.0,25101.0,14703.0,244.0,167.0,0.0,8.0,21.0,28.0,44.0,54.0,64.0,76.0,100.0,16.0,0.0,0.0,164.0,201.0,2.0,29.0,15.0,54.0,3.0,411.0,2.0,252.0,157.0
2019,106100899,100899,General Acute Care Hospital,1303 E Herndon Ave,Fresno,93720,44056.0,27106.0,0.0,1970.0,5036.0,15935.0,13133.0,9431.0,9102.0,7144.0,4643.0,4374.0,394.0,0.0,39831.0,14687.0,1427.0,11808.0,3409.0,1480.0,6872.0,71162.0,1047.0,64731.0,5375.0,11403.0,7851.0,0.0,258.0,2205.0,1947.0,1687.0,2684.0,3456.0,3206.0,3810.0,1.0,0.0,0.0,6614.0,9863.0,207.0,2398.0,172.0,2187.0,188.0,19254.0,683.0,16807.0,1764.0
2019,106104047,104047,General Acute Care Hospital,6125 N Fresno St,Fresno,93710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2019,106104062,104062,General Acute Care Hospital,7300 N Fresno St,Fresno,93720,23142.0,17329.0,2.0,2653.0,3149.0,5873.0,5150.0,4363.0,4601.0,4797.0,4625.0,4821.0,441.0,0.0,3655.0,12390.0,1266.0,21330.0,1828.0,673.0,4987.0,40473.0,458.0,37789.0,2217.0,3087.0,2519.0,0.0,18.0,165.0,251.0,353.0,659.0,1096.0,1398.0,1666.0,0.0,0.0,0.0,125.0,3909.0,17.0,1512.0,42.0,1200.0,90.0,5606.0,82.0,5242.0,280.0
2019,106110889,110889,General Acute Care Hospital,1133 W Sycamore St,Willows,95988,2999.0,2704.0,0.0,570.0,615.0,870.0,854.0,616.0,790.0,565.0,404.0,339.0,80.0,0.0,2802.0,1356.0,193.0,859.0,493.0,67.0,845.0,5703.0,20.0,5342.0,341.0,74.0,43.0,0.0,2.0,4.0,7.0,4.0,19.0,22.0,27.0,32.0,0.0,0.0,0.0,26.0,72.0,0.0,19.0,0.0,2.0,5.0,117.0,1.0,115.0,1.0
2019,106121002,121002,General Acute Care Hospital,3800 Janes Rd,Arcata,95521,7862.0,7163.0,0.0,1092.0,1474.0,2906.0,2438.0,1755.0,1658.0,1685.0,1039.0,786.0,191.0,1.0,7156.0,3354.0,904.0,2882.0,725.0,530.0,1678.0,15025.0,27.0,14508.0,358.0,949.0,842.0,0.0,28.0,86.0,96.0,99.0,162.0,222.0,217.0,221.0,635.0,25.0,0.0,747.0,632.0,46.0,351.0,15.0,170.0,12.0,1791.0,2.0,1767.0,18.0
2019,106121031,121031,General Acute Care Hospital,733 Cedar St,Garberville,95542,1275.0,1723.0,0.0,174.0,191.0,486.0,605.0,435.0,389.0,384.0,215.0,100.0,19.0,0.0,170.0,556.0,109.0,1678.0,485.0,82.0,289.0,2998.0,50.0,2793.0,154.0,22.0,35.0,0.0,0.0,1.0,4.0,4.0,11.0,18.0,9.0,10.0,0.0,0.0,0.0,15.0,38.0,0.0,3.0,1.0,10.0,0.0,57.0,1.0,56.0,0.0
2019,106121051,121051,General Acute Care Hospital,3300 Renner Dr,Fortuna,95540,5957.0,5136.0,0.0,891.0,1001.0,1659.0,1706.0,1210.0,1353.0,1409.0,874.0,811.0,179.0,0.0,5063.0,2764.0,581.0,1947.0,738.0,268.0,1194.0,11093.0,38.0,10696.0,359.0,430.0,352.0,0.0,15.0,32.0,48.0,49.0,97.0,191.0,148.0,183.0,4.0,15.0,0.0,222.0,447.0,22.0,80.0,11.0,175.0,15.0,782.0,2.0,764.0,16.0
2019,106121080,121080,General Acute Care Hospital,2700 Dolbeer St,Eureka,95501,12682.0,12694.0,1.0,1598.0,1942.0,4136.0,4195.0,3314.0,3321.0,3222.0,1888.0,1356.0,405.0,0.0,11926.0,6074.0,1568.0,4453.0,1356.0,593.0,2571.0,25377.0,128.0,24906.0,332.0,2230.0,2774.0,0.0,49.0,204.0,313.0,437.0,749.0,1209.0,1031.0,941.0,37.0,34.0,0.0,1298.0,2919.0,158.0,565.0,64.0,662.0,60.0,5004.0,32.0,4939.0,32.0
2019,106130699,130699,General Acute Care Hospital,1415 Ross Ave,El Centro,92243,21379.0,18868.0,0.0,5011.0,4467.0,5675.0,4833.0,4082.0,4274.0,4742.0,3225.0,2953.0,985.0,0.0,21643.0,10065.0,1188.0,5300.0,2051.0,751.0,5224.0,40247.0,19.0,22744.0,17472.0,2040.0,2192.0,0.0,65.0,198.0,253.0,314.0,518.0,928.0,819.0,1014.0,60.0,63.0,0.0,1296.0,2486.0,49.0,341.0,59.0,755.0,23.0,4232.0,2.0,1825.0,2405.0
2019,106130760,130760,General Acute Care Hospital,207 W Legion Rd,Brawley,92227,23603.0,18997.0,0.0,6577.0,5443.0,6731.0,6105.0,4488.0,4317.0,3739.0,2343.0,1644.0,1213.0,0.0,3100.0,5415.0,966.0,32258.0,861.0,901.0,5708.0,42600.0,14.0,31102.0,11445.0,1342.0,1476.0,1.0,64.0,153.0,230.0,243.0,405.0,516.0,484.0,486.0,97.0,141.0,0.0,1014.0,1319.0,104.0,343.0,39.0,342.0,14.0,2819.0,2.0,1744.0,1072.0
2019,106141273,141273,General Acute Care Hospital,150 Pioneer Ln,Bishop,93514,4204.0,4007.0,0.0,835.0,796.0,1084.0,1043.0,872.0,919.0,1068.0,818.0,635.0,141.0,0.0,813.0,2006.0,492.0,4247.0,653.0,213.0,797.0,8211.0,32.0,7741.0,432.0,321.0,349.0,0.0,13.0,29.0,34.0,57.0,59.0,147.0,143.0,173.0,4.0,11.0,0.0,116.0,405.0,18.0,111.0,20.0,55.0,12.0,670.0,1.0,654.0,15.0
2019,106141338,141338,General Acute Care Hospital,501 E Locust St,Lone Pine,93545,695.0,859.0,0.0,169.0,112.0,174.0,223.0,127.0,201.0,209.0,186.0,125.0,28.0,0.0,442.0,388.0,95.0,412.0,217.0,25.0,95.0,1554.0,47.0,1439.0,68.0,26.0,21.0,0.0,0.0,1.0,0.0,3.0,2.0,16.0,9.0,16.0,0.0,0.0,0.0,11.0,35.0,0.0,0.0,1.0,3.0,0.0,47.0,1.0,46.0,0.0
2019,106150706,150706,General Acute Care Hospital,1401 Garces Hwy,Delano,93215,14463.0,12971.0,0.0,4936.0,4084.0,4506.0,3766.0,2961.0,2433.0,1759.0,1196.0,847.0,946.0,0.0,17173.0,2539.0,1047.0,4370.0,2305.0,663.0,3550.0,27434.0,145.0,16637.0,10619.0,700.0,802.0,0.0,45.0,128.0,141.0,172.0,210.0,233.0,252.0,282.0,16.0,23.0,0.0,647.0,684.0,60.0,84.0,27.0,197.0,21.0,1502.0,9.0,872.0,616.0
2019,106150722,150722,General Acute Care Hospital,420 34th St,Bakersfield,93301,45672.0,37198.0,0.0,22000.0,9823.0,12209.0,9803.0,6602.0,6094.0,5102.0,2801.0,1998.0,6438.0,0.0,59125.0,9036.0,617.0,9297.0,4787.0,3832.0,9462.0,82870.0,198.0,70715.0,11844.0,6570.0,5481.0,0.0,530.0,1388.0,1103.0,964.0,1802.0,2113.0,1645.0,1408.0,507.0,591.0,0.0,5516.0,4473.0,125.0,1820.0,117.0,1387.0,82.0,12051.0,67.0,10196.0,1761.0
2019,106150736,150736,General Acute Care Hospital,1700 Mount Vernon Avenue,Bakersfield,93306,22125.0,23369.0,1.0,3796.0,4753.0,9716.0,8682.0,6786.0,5820.0,3384.0,1021.0,400.0,1137.0,0.0,28776.0,2528.0,3700.0,4151.0,6340.0,1309.0,5442.0,45495.0,199.0,34652.0,10550.0,2388.0,2961.0,0.0,216.0,924.0,906.0,837.0,994.0,758.0,324.0,175.0,106.0,109.0,0.0,3533.0,891.0,199.0,574.0,152.0,332.0,60.0,5349.0,30.0,4019.0,1292.0
2019,106150737,150737,General Acute Care Hospital,6412 Laurel Ave,Lake Isabella,93240,3799.0,3240.0,0.0,490.0,491.0,648.0,686.0,688.0,1145.0,1355.0,844.0,618.0,74.0,0.0,363.0,1399.0,84.0,4923.0,270.0,89.0,525.0,7039.0,4.0,6959.0,48.0,207.0,153.0,0.0,1.0,7.0,10.0,24.0,72.0,104.0,75.0,67.0,0.0,0.0,0.0,113.0,221.0,3.0,19.0,4.0,8.0,6.0,360.0,0.0,357.0,3.0
